url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
https://polarklimatsgserver.blogspot.com/,41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,0,0,21,0.285714286,0.7142857140000001,0,3,0,0.0,0,0.0,0,1,46.15384615,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,373,7296,0,0,1,5,phishing
http://secureupdate.appleld.com.duilawyeryork.com/ap/88b142e778d73f7,68,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.161764706,0.0,0,0,0,1,0,3,0,0,0,0,1,0,6,3,2,3,2,15,13,15,8.666666667000001,8.75,8.5,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,phishing
http://www.inbioma.pe/rechnung-376440790464490488&amp;cgi3-viewkontakt-376440790464490488-007acctpagetype-376440790464490488=4674720-&amp;info@s-und-s-shop.de.html,163,14,1,4,9,1,0,2,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,1,0.398773006,0.0,0,0,1,0,0,3,0,0,0,0,0,0,17,14,1,3,1,18,7,18,8.0,5.0,8.4,1,0,0,0,1,0,31,0.483870968,0.516129032,0,0,0,0.4375,0,0.625,0,1,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,1,0,phishing
http://mno.naomigoff.com/Apollo/bc28a52c2070ca93176244f59e1f19c6,64,17,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.34375,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,32,9,32,12.5,6.0,19.0,0,0,0,0,0,0,36,0.388888889,0.611111111,0,5,0,0.0,0,0.0,0,1,20.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,224,1237,0,0,1,1,phishing
http://xh167894743.el.r.appspot.com/,36,28,1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.25,0.321428571,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,11,11,0,5.25,5.25,0.0,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.294117647,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,217,5627,0,0,1,5,phishing
http://dichvuvnpt.com/home/components/com_user/bbtonline.html,61,14,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,0,0,1,0.0,0.0,0,0,1,0,0,2,0,1,1,0,0,0,7,1,3,10,3,10,10,10,6.285714286,10.0,5.666666667,0,0,0,0,0,0,3,0.0,1.0,0,0,0,0.0,0,0.333333333,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,251,3767,9264543,0,1,0,phishing
http://swallowthisbitchpics.com/jpg/www.global.visa.com/myca/oce/emea/action/request_type=un_Activation/visa.html,113,24,0,5,0,0,0,0,0,1,2,0,0,10,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,3,0,0,0,0,0,0,16,4,2,20,2,20,20,10,5.4375,20.0,4.466666667,0,0,0,1,0,0,417,0.3117506,0.6882494,0,0,0,0.146341463,0,0.013937282,1,1,96.66666667,0,97.43589744,2.564102564,0,0,0,0.0,0,0,0,1,1,0,97,3920,0,0,0,2,phishing
http://realestateinvestordatabase.com/wp-content/plugins/portfolio-cpt/tax/login.php,84,30,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,2,26,2,26,26,9,7.222222222,26.0,4.875,4,0,0,0,0,0,23,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,162,3125,0,0,1,1,phishing
http://vufd.hyperphp.com/amzn,29,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,4,4,4,8,8,4,5.333333333,6.0,4.0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,88,5026,544886,0,1,4,phishing
http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,98,26,1,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.295918367,0.0,0,0,0,0,0,2,1,0,0,0,2,0,10,4,2,3,2,32,10,32,7.8,7.0,8.142857142999999,2,0,0,0,0,0,22,0.545454545,0.454545455,0,1,0,0.0,0,0.0,0,1,40.0,0,0.0,0.0,0,0,0,60.0,0,0,0,1,1,0,257,2300,0,0,1,2,phishing
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,131,27,0,2,1,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.030534351,0.0,0,0,0,0,0,2,1,0,1,0,1,0,14,6,1,2,1,40,10,40,7.428571429,7.0,7.545454545,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4,phishing
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,51,32,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,10,13,10,14,14,10,12.33333333,13.5,10.0,0,0,0,0,0,0,7,0.0,1.0,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,250,2306,0,0,1,0,phishing
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,159,14,1,2,0,0,1,1,0,2,0,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0.270440252,0.0,0,0,0,0,0,2,0,0,0,0,1,0,12,4,3,10,3,40,10,40,11.41666667,10.0,11.54545455,0,0,0,0,0,0,13,0.923076923,0.076923077,0,0,0,1.0,0,1.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,325,1500,0,0,1,0,phishing
https://www.123formbuilder.com/form-4850478/,44,22,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.227272727,0.1363636359999999,0,0,0,0,0,2,1,0,0,0,0,0,4,3,3,3,4,14,14,7,7.0,8.5,5.5,0,0,0,0,0,0,43,0.953488372,0.046511628,0,0,0,0.0,0,0.0,0,1,93.75,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1278,2739,11657,0,1,6,phishing
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,103,19,0,3,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.077669903,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,2,2,4,2,44,10,44,9.222222222,7.0,9.857142857,0,0,0,0,0,0,64,0.84375,0.15625,0,2,0,0.0,0,0.3,0,1,45.45454545,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,231,134,1508317,0,1,2,phishing
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,46,20,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,2,4,2,7,7,7,4.285714286,5.0,3.75,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,517,7802,0,0,1,5,phishing
http://www.astroresidential.co.uk/application/data/,51,26,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,4,0,4,4,3,3,4,16,16,11,8.5,9.5,7.5,0,0,0,0,0,0,91,0.615384615,0.384615385,0,2,0,0.142857143,0,0.085714286,0,1,28.57142857,0,38.46153846,61.53846154,0,0,0,50.0,0,0,0,1,1,0,137,1690,0,0,1,2,phishing
http://www.nakamistrad.com/aa/test.php,38,19,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,4,2,3,2,11,11,4,4.6,7.0,3.0,0,0,0,0,0,0,184,0.766304348,0.233695652,0,3,0,0.348837209,0,0.023255814,1,1,82.85714286,0,81.81818182,18.18181818,0,0,0,9.677419355,0,0,0,1,1,0,237,1588,0,0,1,0,phishing
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.283950617,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,8,2,3,2,32,19,32,13.2,11.0,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0,0,0,0.0,0,0.0,0,0,100.0,0,80.0,20.0,0,0,0,100.0,0,0,0,1,0,0,77,5767,0,0,1,2,phishing
https://sites.google.com/site/ilyasdxih,39,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,1,4,5,4,9,6,9,6.0,5.5,6.5,2,1,0,0,0,0,27,0.740740741,0.259259259,0,1,0,0.0,0,0.0,0,1,50.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,2974,8348,1,0,0,10,phishing
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,99,15,0,2,2,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.0808080809999999,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,2,1,4,1,16,6,16,7.0,5.0,7.444444444,1,1,0,0,0,0,27,0.37037037,0.62962963,0,4,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2974,8348,1,0,1,10,phishing
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php,60,35,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.033333333,0.057142857,0,0,0,0,0,3,1,0,1,0,0,0,8,3,1,1,2,18,18,7,5.25,7.0,3.5,2,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5615,0,0,1,5,phishing
https://mailserver67187.uc.r.appspot.com,40,32,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.125,0.15625,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,15,15,0,6.25,6.25,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,230,5614,0,0,0,5,phishing
http://www.storybookalpacas.com/account4/index2.html,52,24,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.038461538,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,4,16,16,8,7.4,9.5,6.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,148,5408,0,0,1,1,phishing
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,88,24,0,7,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,1,0,1,0,11,3,3,5,3,10,7,10,6.0,6.0,6.0,0,1,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,0,0,2976,8346,1,0,1,10,phishing
http://baghira-wupperwolf.de/images/banners/bbtonline/,54,21,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,5,3,6,7,6,10,10,9,7.8,8.5,7.333333333,1,0,0,0,0,0,5,0.6,0.4,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,50.0,0,0,0,1,0,0,0,-1,0,0,1,0,phishing
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm,62,13,0,5,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,0,0,7,0,2,10,2,10,10,9,6.0,10.0,5.333333333,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,5044,0,0,1,0,phishing
http://sloaneandhyde.com/drs/new2015/document.php/index.css,59,17,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.06779661,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,3,13,3,13,13,8,6.0,13.0,4.833333333,1,0,0,0,0,0,13,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,1078,2573,0,0,1,0,phishing
https://documentos.sfo2.digitaloceanspaces.com/ordem.html,57,38,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.01754386,0.026315789,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,4,4,18,18,5,8.2,10.66666667,4.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,944,1246,7048,0,1,4,phishing
http://www.motoincontroepoca.com/blog/profile/,46,25,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,17,17,7,7.75,10.0,5.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,212,4537,0,0,1,1,phishing
http://elexusbettgiris4.blogspot.com,36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.027777778,0.034482759,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,16,16,0,12.0,12.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,phishing
http://electricitypak.com/fakt/css/data/16/index.php,52,18,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.038461538,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,1,2,14,2,14,14,5,5.0,14.0,3.5,1,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,123,973,8238037,0,1,2,phishing
http://app66560000.blogspot.com/,32,24,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.25,0.333333333,0,0,0,0,0,2,0,0,1,0,1,0,2,8,8,8,0,11,11,0,9.5,9.5,0.0,0,1,0,0,0,0,5,0.0,1.0,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,374,7296,0,0,1,5,phishing
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/,92,22,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.304347826,0.0,0,0,0,0,0,2,1,0,0,0,0,0,7,5,2,15,2,32,15,32,10.14285714,15.0,9.333333333,3,0,0,0,0,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,-1,0,0,1,1,phishing
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,119,24,0,4,1,0,1,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.008403361,0.0,0,0,0,0,0,3,1,1,0,0,0,0,15,3,2,2,2,17,17,13,6.266666667000001,9.5,5.769230769,3,0,0,0,0,0,98,0.8469387759999999,0.153061224,0,2,0,0.4,0,0.133333333,0,1,82.35294118,0,100.0,0.0,0,0,0,82.60869565,0,0,0,1,1,0,1011,-1,0,0,1,4,phishing
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,151,10,1,3,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,1,0.271523179,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,10,3,7,3,110,7,110,22.66666667,7.0,25.8,0,0,0,0,0,0,45,0.5111111110000001,0.488888889,0,0,0,0.636363636,0,0.636363636,1,1,60.0,0,100.0,0.0,0,0,0,10.0,0,0,0,1,1,0,201,166,0,0,1,0,phishing
http://mne.edu.vn/wp-includes/Netflix/LoginID/index.php,55,10,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,2,0,7,0,2,3,2,8,3,8,5.0,3.0,5.333333333,3,0,0,0,0,0,41,0.804878049,0.195121951,0,1,0,0.0,0,0.0,0,1,60.0,0,50.0,50.0,0,0,0,93.33333333,0,0,0,1,1,1,0,-1,1080262,0,1,2,phishing
http://enerclim.com/cs/,23,12,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,8,2,8,8,2,5.0,8.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,241,4141,0,0,1,0,phishing
https://www.skecherstanio.pl/,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,124,0.919354839,0.0806451609999999,0,0,0,0.1,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,49,317,0,0,0,0,phishing
https://bit.ly/2E6D7J1,22,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.181818182,0.0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,3,3,7,7,3,7,5.0,3.0,7.0,0,0,0,0,0,0,16,0.5,0.5,0,0,0,0.0,0,0.0,0,0,27.27272727,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,0,-1,3523,0,1,9,phishing
http://www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,52,14,0,3,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,0,0,1,0.038461538,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,7,6,7,5.0,4.5,5.2,0,0,0,0,0,0,2,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,438,657,0,0,1,0,phishing
