color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Walmart,Xerox,Zoom,url_len,tld_char_score
16711422,2643902,3289650,10461087,6118749,14476276,8100055,5273290,0,0,0,0,0,0,0,0,0,0,0,34,1.5194861552934094
16711422,2900908,2434341,6118749,10658466,14672626,8688335,5926078,1,0,0,0,0,0,0,0,0,0,0,34,1.5194861552934094
16645629,3618615,5000268,15353919,10786967,16032670,6468836,13362934,0,0,0,0,0,0,0,0,0,0,0,12,1.032164337304013
16711422,15659510,3700708,2041916,5543138,197379,4938361,7717738,0,0,0,0,0,0,0,0,0,0,0,18,1.0410910939773002
16242259,16046790,15244141,14956105,14700865,10701364,15577241,3349785,0,0,0,0,0,0,0,0,0,0,0,27,1.601442876093223
16381939,7429443,3352593,12230261,4610941,14147043,8036541,5784859,0,0,0,0,0,0,1,0,0,0,0,16,0.9229031255262575
16711422,16119543,6382696,3764703,10199208,13193023,2171429,8083025,0,0,0,0,0,0,0,0,0,0,0,120,4.942284093234218
16711422,3223857,6118749,10592673,5534016,2249148,8502873,7121730,0,0,0,0,0,0,0,0,0,0,0,12,0.6288889982777975
16579835,1779244,12899037,1713186,7035474,2235927,4873064,10004151,0,0,0,0,0,0,0,0,0,0,0,11,0.7557551856123228
16711422,3085585,11572366,8604741,1707796,4486133,1053223,15001321,0,0,0,0,0,0,0,0,0,0,0,24,1.0539856404251633
16711422,3223857,10724259,6184542,1985455,14279155,8099797,4944584,0,0,0,0,0,0,0,0,0,0,0,10,0.15247302790781625
16711422,3365759,2237737,14409701,9740718,3766238,11052966,7566195,0,0,0,0,0,0,0,0,0,0,0,11,0.19563489160454764
16711422,3366543,16317437,4868682,3355443,10722716,7320276,16580350,0,0,0,0,0,0,0,0,0,0,0,16,0.8302388428898013
16316664,15298098,2893089,6378574,11584760,4022682,14895913,2960686,0,0,0,0,0,0,0,0,0,0,0,14,0.7919185482402167
16711422,921102,1119513,5003375,9083310,15909723,10985876,6643030,0,0,0,0,0,0,0,0,0,0,0,23,1.3661095910876353
5816051,16711420,7464527,13561079,15918679,14328402,15023913,15333865,0,0,0,0,0,0,0,0,0,0,0,24,1.1858793269356274
15921632,6791153,16314230,14412792,16383484,11575423,4809351,2565409,0,0,0,0,0,0,0,0,0,0,0,59,3.297561883556132
16053746,15462377,15264235,3830090,8628546,10925447,2840987,12373661,0,0,0,0,0,0,0,0,0,0,0,24,1.4112572392436802
1187128,13159387,6908265,5264479,9804462,3489102,6711143,12106957,0,0,0,0,0,0,0,0,0,0,0,15,0.7767049958078851
14784075,10768428,16249837,15846494,6596075,3742736,14051117,11960636,0,0,0,0,0,0,0,0,0,0,0,13,0.7457739996531397
16447733,11836556,14060178,9325148,7494994,1711656,13951725,4940417,0,0,0,0,0,0,0,0,0,0,0,6,0.06383105109552498
16119028,3372751,15725301,15461612,11710379,6908265,3355443,15329513,0,0,0,0,0,0,1,0,0,0,0,17,1.1313860339161648
16185592,2312084,1522569,2304301,9544128,16053492,13751772,6059436,0,0,0,0,0,0,0,0,0,0,0,25,1.3665536006819816
16711422,3570543,14919753,1447189,7171436,14673637,8695976,11323844,0,0,0,0,0,0,0,0,0,0,0,14,0.6675705492914533
16579577,11444179,15261689,16048886,5852819,12554446,12496098,3943811,0,0,0,0,0,0,0,0,0,0,0,23,1.621213364361802
16711422,394758,10526880,6184542,245,15000830,5395192,10658555,0,0,0,0,0,0,1,0,0,0,0,13,0.5095343166743923
2960159,16448248,7364158,12100214,3494750,4868900,9736271,13880454,0,0,0,0,0,0,0,0,0,0,0,9,0.3738027114998706
6777459,16711422,10265263,6971237,10327450,13883101,6838867,6713258,0,0,0,0,0,0,0,0,0,0,0,16,0.9130055402133425
16185078,2909519,8700751,11776947,6918628,13556940,11721104,3031970,0,0,0,0,0,0,0,0,0,0,0,12,0.3303384479770282
16645629,15791096,9805974,3036058,10659762,10855840,197379,2171427,0,0,0,0,0,0,0,0,0,0,0,21,1.2309408211296269
16316664,11122908,14015981,8755903,394758,10921637,6645093,4086951,0,0,0,0,0,0,0,0,0,0,0,18,0.9386732026052425
16579836,7059313,5348446,4754780,6052956,10461087,14412257,2565927,0,0,0,0,0,0,0,0,0,0,0,55,3.785336748991524
16711165,13277790,1717845,9147033,14607078,4022909,7628627,2170392,0,0,0,0,0,0,0,0,0,0,0,28,1.7555956573442213
2104857,6381140,9605003,4473398,16448250,10527140,9933974,8749175,0,0,0,0,0,0,0,0,0,0,0,29,1.597131533097434
16645629,9020857,131586,12297339,6905179,14541800,5074317,2371158,0,0,0,0,0,0,0,0,0,0,0,14,0.7255600067238885
16711422,7710924,3567783,4618722,11744557,2695713,12244712,12101278,0,0,0,0,0,0,0,0,0,0,0,31,1.9219194620827929
14343380,526344,12307156,2830391,14344664,3631488,9022649,6842979,0,0,0,0,0,0,0,0,0,0,0,16,0.6431503371282501
13421772,14066545,1118481,15779197,8479309,15054238,11958086,0,0,0,0,0,0,0,0,0,0,0,0,16,0.6769881026779462
16250871,4802888,14606308,3300514,3684407,15355431,11184551,3956035,0,0,0,0,0,0,1,0,0,0,0,79,2.57849965696784
15591392,11430261,12687746,9723459,14595494,15655652,12750742,16449273,0,0,0,0,0,0,0,0,0,0,0,16,0.7009499882938843
16579836,4690339,1644825,10790052,6118749,14608362,8564151,16053749,0,0,0,0,0,0,0,0,0,0,0,10,0.5513204333090602
15430018,15856371,16711422,3220284,15596278,266795,9476521,2308714,0,0,0,0,0,0,0,0,0,0,0,11,0.5651602802380613
2303537,16711422,3093598,5528550,4607100,9738174,14606053,6184542,0,0,0,0,0,0,0,0,0,0,0,10,0.5039904719043011
16711422,15790579,10401224,2171427,4351941,6119265,723466,11315881,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16514043,8300850,11051681,5349591,7368816,15349287,3702563,12179435,0,0,0,0,0,0,0,0,0,0,0,14,0.879533354302098
16711422,4408670,726853,14212324,4027121,10068662,0,8872802,0,0,0,0,0,0,0,0,0,0,0,26,1.4772675609124253
65793,16711422,4671303,10658209,395272,2894122,6381151,10526368,0,0,0,0,0,0,0,0,0,0,0,24,1.3101871078978309
16711422,328965,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7053688376786514
16711422,394758,10723230,6184542,722391,15392747,6098530,11899321,0,0,0,0,0,0,0,0,0,0,0,21,0.8612289020844236
16711422,16119544,0,2171427,4351941,10068661,6250594,10198172,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16710907,15719907,1576724,13887478,9154261,2299925,2039847,14711961,0,0,0,0,0,0,0,0,0,0,0,12,0.8111713041468886
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0.7233303742859281
16711422,6382696,2105636,3699167,10396069,14079962,5460819,15066854,0,0,0,0,0,0,0,0,0,0,0,14,1.0889003024423933
15855855,15790576,15724528,15789807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,1.361460126410714
16711422,15592957,328965,10197657,6512220,244,5526775,10724346,0,0,0,0,0,0,0,0,0,0,0,12,0.23362664097064814
16711422,459739,65793,6710886,15000826,11908533,5658347,10855668,0,0,0,0,0,0,0,0,0,0,0,19,0.8162744349832806
16711422,263172,10197915,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.5365751583098934
16645367,3093046,16251128,15002351,6134242,3882820,5922661,13472351,0,0,0,0,0,0,0,0,0,0,0,17,1.1186805173042846
16711422,3699167,6382695,2105636,10330278,5460819,14146012,15066854,0,0,0,0,0,0,0,0,0,0,0,22,1.234858779769787
4145732,12555117,9920313,3282442,8174820,15325383,11434318,13424856,0,0,0,0,0,0,0,0,0,0,0,27,1.587444085761746
16711422,16119544,10266038,4351941,2171427,197379,6514024,11057634,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
2830389,5856870,16711422,16514300,15568693,10198948,14146011,6769718,0,0,0,0,0,0,0,0,0,0,0,15,0.625912024781905
5551012,8289918,1118254,15593970,14349553,2296333,16513782,9689296,0,0,0,0,0,0,0,0,0,0,0,28,1.3928935747289148
16316405,8608332,12096637,15264745,2431254,3093812,5791068,10330528,0,0,0,0,0,0,0,0,0,0,0,20,0.986510879809398
15921390,14708281,14935533,15131877,986895,16378960,6447198,792161,0,0,0,0,0,0,0,0,0,0,0,29,1.494989170205414
16514043,1250067,10329501,6381921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.415159622176571
16579836,15659509,2171427,3362452,10331314,13343853,10132379,15132647,0,0,0,0,0,0,0,0,0,0,0,16,0.815429321777197
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
11777207,16711422,8540471,1908773,10396015,4269080,5334637,7286557,0,0,0,0,0,0,0,0,0,0,0,8,0.4674105559169794
16711422,394758,228,10461087,6184542,14869244,5460972,10987509,0,0,0,0,0,0,0,0,0,0,0,25,1.385585611979661
16711422,3699167,6382695,2105636,10330278,5460819,14145756,15066854,0,0,0,0,0,0,0,0,0,0,0,23,1.5907443415214615
15394272,1380879,7036748,4682786,5577851,10920849,6642017,3021342,0,0,0,0,0,0,0,0,0,0,0,26,1.7578211861887005
15328732,13752031,13687244,14143700,2975151,10984854,14039091,5987162,0,0,0,0,0,0,1,0,0,0,0,18,0.7406128881206175
16711422,3372495,8479065,12425596,4852397,15330806,3370175,3355443,0,0,0,0,0,0,1,0,0,0,0,17,1.0666989873219233
13224136,11513517,2368548,11895085,6776421,10859976,12238012,14081766,0,0,0,0,0,0,0,0,0,0,0,13,0.3620669740892841
16514043,10500665,11809334,328965,3959455,10854042,265492,12479837,0,0,0,0,0,0,0,0,0,0,0,22,1.0394669564851753
16579836,460551,10921124,2315717,6841186,14410741,8100315,4682190,0,0,0,0,0,0,0,0,0,0,0,14,0.5493845001407567
920841,1447453,9347252,7167556,11969156,15327440,15331823,5138048,0,0,0,0,0,0,0,0,0,0,0,11,0.6838630058216131
16711422,4093587,2171428,9085873,13885156,14803682,197379,6579300,0,0,0,0,0,0,0,0,0,0,0,11,0.20827851520682913
1052173,7558987,11638665,15723238,7362399,10593707,14935530,15002602,0,0,0,0,0,0,0,0,0,0,0,11,0.3709595410755482
15725044,16711422,3699945,6665539,6711404,328965,10133418,7697781,0,0,0,0,0,0,0,0,0,0,0,18,0.7414303914920729
16448250,3305683,8737357,11050651,2840722,15198699,656901,15856626,0,0,0,0,0,0,0,0,0,0,0,20,0.9594110423930667
16711422,3618615,4210752,3306678,1843239,10526880,13294057,6855114,0,0,0,0,0,0,0,0,0,0,0,17,0.722398370371915
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
15987699,8345143,12296812,13487053,986122,10127191,9679509,2830131,0,0,0,0,0,0,0,0,0,0,0,17,0.5845857650161175
16645629,2105893,14871025,394758,3559827,9871799,10921638,6052956,0,0,0,0,0,0,0,0,0,0,0,16,1.239601652896006
16711422,2630691,16040259,11707793,6315094,12816690,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.1067606352736459
16448250,14064537,4491201,14653593,3426134,15725301,8297655,15856370,0,0,0,0,0,0,0,0,0,0,0,23,1.187121156678737
1842725,6704451,3811107,2234139,4606805,6140877,16579836,5257523,0,0,0,0,0,0,0,0,0,0,0,20,1.0711142836356946
16711422,15856630,2105892,4478846,9608887,10790042,4680129,460551,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16711422,394758,10658466,6052956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.9075491792500587
16711422,3223857,10724259,6184542,1985455,14279155,8099797,4944584,0,0,0,0,0,0,0,0,0,0,0,12,0.12020680109934379
15790320,2105376,5197647,15348515,11513518,15284810,3698387,5001041,0,0,0,0,0,0,0,0,0,0,0,17,0.7025567344753338
16711422,15987958,3765481,4825390,9149113,5597075,9145227,7566195,0,0,0,0,0,0,0,0,0,0,0,16,0.7314379041922972
16579578,15659509,13866600,657672,8741456,16645117,16514556,7251663,0,0,0,0,0,0,0,0,0,0,0,13,0.5565110149763812
16579835,13686492,1126746,10463669,6249300,16514300,1588845,4284034,0,0,0,0,0,0,0,0,0,0,0,20,0.9695813851412995
16711422,3160803,3108543,657930,14673909,10526880,6316128,7904469,0,0,0,0,0,0,0,0,0,0,0,11,0.6698550686262424
15724268,15461614,15659245,15526892,7575495,10723225,6645093,460550,0,0,0,0,0,0,1,0,0,0,0,16,0.6032343075439148
15987699,13650737,2434341,1251624,11250299,7033672,15910488,12474556,0,0,0,0,0,0,0,0,0,0,0,18,0.9320397232131143
16711422,328965,10526623,6315871,16043855,14173238,2763562,16111578,0,0,0,0,0,0,0,0,0,0,0,14,0.7173802438354756
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.361460126410714
16711422,2171427,10265778,4351941,14278118,13671013,263172,6119264,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15987442,3026478,13193291,11703696,6184026,3160113,4282002,5283817,0,0,0,0,0,0,0,0,0,0,0,16,0.6161380386590494
16579835,15989502,13528885,263172,7972549,11310984,7430745,16446196,0,0,0,0,0,0,0,0,0,0,0,24,1.4637430988751612
16710906,13937541,1313803,7756362,4934994,4528413,8666435,7480618,0,0,0,0,0,0,0,0,0,0,0,33,1.6672298902347846
15002872,16711422,4478835,10265518,8024433,2367781,5986651,394758,0,0,0,0,0,0,0,0,0,0,0,13,0.7494387028802181
16711422,460551,6250335,10526880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.22161818551320342
16579836,15724786,3764447,7245525,6777456,14111040,2828149,15843139,0,0,0,0,0,0,0,0,0,0,0,12,0.4792955323359374
15724788,16711422,528941,65793,11317177,12304071,10526880,5987163,0,0,0,0,0,0,0,0,0,0,0,14,0.397764816856983
15592941,12230271,328965,333170,7105644,9870525,14014174,4542611,0,0,0,0,0,0,0,0,0,0,0,31,1.8696579668944093
16711422,394758,10658466,6118749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.34836407823535953
16711422,3107487,6579300,7844452,14280433,8497094,14676955,460551,0,0,0,0,0,0,0,0,0,0,0,16,1.0982323131243001
16711422,15506748,2104859,15783781,7496272,2710144,14410730,8823480,0,0,0,0,0,0,0,0,0,0,0,19,0.9349957866681389
15987958,5748379,16711422,4859806,4802266,4999064,15422114,2238766,0,1,0,0,0,0,0,0,0,0,0,21,1.1560923117760387
16645629,1644568,3626908,12292216,7038818,15004154,6991334,16055547,0,0,0,0,0,0,0,0,0,0,0,30,1.7722260097965625
16711422,8025715,3036774,1381653,2907218,1254965,2511690,11054954,0,0,0,0,0,0,0,0,0,0,0,15,0.6711288062746106
16250870,11153184,12624248,15388785,4463887,9052185,10978632,13064010,0,0,0,0,0,0,0,0,0,0,0,25,1.502615991132542
16119285,3174335,3569612,14411250,7445715,10526880,6250335,10731490,0,0,0,0,0,0,0,0,0,0,0,79,2.1175848909441277
8554903,3355491,15066603,16711422,5460859,7763606,12237514,0,0,0,0,0,0,0,0,0,0,0,0,14,0.5529416572554375
16514043,3419948,6774096,10456706,3158326,12044506,10398662,3617075,0,0,0,0,0,0,0,0,0,0,0,16,0.7145386486813583
16514042,16053751,2433047,6448706,6251630,8987215,10067882,1842724,0,0,0,0,0,0,0,0,0,0,0,15,1.0276811090301976
16711422,15659249,2108649,9643146,328965,2306107,8036797,6184542,1,0,0,0,0,0,0,0,0,0,0,21,1.1481739146936207
16711422,15264489,0,10603597,5066060,3372452,11327574,14674417,0,0,0,0,0,0,0,0,0,0,0,17,0.7613928692889598
16711422,263172,228,10329501,14935036,6250335,5658349,10855925,0,0,0,0,0,0,0,0,0,0,0,19,1.1577540753079822
16382456,11443589,8874840,2500228,723723,15001325,13026739,8822466,0,0,0,0,0,0,0,0,0,0,0,24,1.5817495988767973
16120044,4342337,12242807,3496987,10790295,7772737,14933728,5272120,0,0,0,0,0,0,1,0,0,0,0,22,0.8714056576488136
16645629,16643831,1315964,15395322,15727852,9868694,1315389,2763306,0,0,0,0,0,0,0,0,0,0,0,28,1.5890194058914175
15658733,2763048,14505824,7429197,11835526,2892070,7427421,13620706,0,0,0,0,0,0,0,0,0,0,0,15,0.8709981212421588
15526627,14344920,14278371,14539740,2909616,2303273,11580069,10268611,0,0,0,0,0,0,0,0,0,0,0,17,0.990655959871332
15595517,5848736,7231163,4664957,16711164,9019847,12686443,11110555,0,0,0,0,0,0,0,0,0,0,0,15,0.9682092937989701
2105375,4276544,4342349,15856112,11053503,3421238,10525327,3224626,0,0,0,0,0,0,0,0,0,0,0,17,0.8094045912702619
