color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Walmart,Xerox,Zoom,url_len,tld_char_score
16711422,3223857,6118749,10592673,5534016,2249148,8502873,7121730,0,0,0,0,0,0,0,0,0,0,0,12,0.6288889982777975
16711165,16645630,16382714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.9552717665679908
328965,6004970,16514043,2039842,4606284,10329501,6184542,13032947,0,0,0,0,0,0,0,0,0,0,0,12,0.6947200123238925
16711422,2105376,6661841,9652538,10592159,4031932,14019318,4360640,0,0,0,0,0,0,0,0,0,0,0,10,0.20998939339856912
16382457,10526879,6528309,6118739,7316531,14279379,4212593,4684065,0,0,0,0,0,0,0,0,0,0,0,22,1.1859349935352537
15855855,15790576,15724528,15789807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,1.662077039144698
14784075,10768428,16249837,15846494,6596075,3742736,14051117,11960636,0,0,0,0,0,0,0,0,0,0,0,13,0.7457739996531397
16711422,15659508,1188151,3761560,16054262,1250066,6733712,3436760,0,0,0,0,0,0,0,0,0,0,0,16,0.9040393647166594
15924449,6386243,987151,10397328,10395807,14014678,12504737,6908270,0,0,0,0,0,0,0,0,0,0,0,18,0.9629540157243489
15527143,4957258,12336947,14308940,15191624,14323310,11507250,2171168,0,0,0,0,0,0,0,0,0,0,0,27,1.4402199121549117
3542025,9182227,10241325,15127381,15027780,13476448,16116925,11700539,0,0,0,0,0,0,0,0,0,0,0,19,0.5604117595127143
16645372,3355443,15125969,7559512,10854303,11364195,14136498,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7975059042307584
16711165,3372751,15199734,3239869,9722708,3803275,11040428,7577048,0,0,0,0,0,0,1,0,0,0,0,7,0.17049733390285932
16711422,4802889,10461087,2249404,14476532,8165591,5010377,10992356,0,0,0,0,0,0,0,0,0,0,0,37,2.1043931564274025
15659252,16382457,2565927,2304571,6447451,14372454,15462381,10790037,0,0,0,0,0,0,0,0,0,0,0,15,1.043792759512143
16711422,4093587,2171428,9085873,13885156,14803682,197379,6579300,0,0,0,0,0,0,0,0,0,0,0,11,0.20827851520682913
15002872,16711422,4478835,10265518,8024433,2367781,5986651,394758,0,0,0,0,0,0,0,0,0,0,0,13,0.7494387028802181
16315890,16244717,13280401,14604022,12557231,15989235,14337938,14135235,0,0,0,0,0,0,0,0,0,0,0,18,0.8963849231156218
16711422,5389884,3750201,11510176,13129040,14658986,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.9004613728090983
16382457,1842203,11313542,7694669,9536611,8822459,13288109,14213095,0,0,0,0,0,0,0,0,0,0,0,13,0.31146169118438016
16579836,460551,4290719,6645093,10527387,10138184,8759489,12767377,0,0,0,0,0,0,0,0,0,0,0,14,0.9413667237722576
16711422,16120061,3355443,4671303,3173614,10460829,13792811,8297164,0,0,0,0,0,0,0,0,0,0,0,18,0.9758721261006074
0,16645629,13144940,7165253,1390728,729951,6069735,5479328,0,0,0,0,0,0,0,0,0,0,0,26,1.4707493003444267
16711422,2434341,4414354,8438239,15199733,10395294,16449020,6250335,0,0,0,0,0,0,0,0,0,0,0,20,1.0580595565605158
16119285,1710618,10724001,6446685,5153504,14211800,14278627,1120020,0,0,0,0,0,0,0,0,0,0,0,17,0.9479115434875791
16448250,3174099,8541260,11247253,11831695,8541274,3037588,1905423,0,0,0,0,0,0,0,0,1,0,0,19,1.0371736562404124
5336531,16711422,8426426,6250335,3816260,14935536,15240012,16442972,0,0,0,0,0,0,0,0,0,0,0,16,0.6935490910514094
16711422,2500134,5329233,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.9540478319460954
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
14935011,14866549,4759112,11877937,13784138,13932135,11573043,2039582,0,0,0,0,0,0,0,0,0,0,0,27,1.4402199121549117
1644831,15112531,6992088,15461355,13362159,5463142,262914,3619915,0,0,0,0,0,0,0,0,0,0,0,12,0.3170324170863432
16118506,15461619,465000,15330026,11708809,13552287,7497809,3895718,0,0,0,0,0,0,0,0,0,0,0,7,0.185457819068951
1581371,16711422,5527398,11766384,15098157,2039583,10396073,15001064,0,0,0,0,0,0,0,0,0,0,0,23,1.1651635800432938
16579575,15780707,6055791,2827288,12625517,8413239,9082527,3093046,0,0,0,0,0,0,0,0,0,0,0,10,0.39733891447820585
15856113,5855577,3166109,10789275,328965,8297419,14475240,7106984,0,0,0,0,0,0,1,0,0,0,0,31,1.9646336309245147
16185078,396324,8363567,16382715,5527649,16580093,592137,8619666,0,0,0,0,0,0,0,0,0,0,0,14,0.10226493531308739
16382457,8085578,11834234,3154716,5407185,13817062,10190430,4952309,0,0,0,0,0,0,0,0,0,0,0,14,0.7297574100947699
16645629,14675444,3634610,6771010,12360833,8757704,4073757,14603993,0,0,0,0,0,0,0,0,0,0,0,15,0.8775550761574786
16711422,4351941,10003385,14212328,197379,2171427,4611202,11184810,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
5551012,8289918,1118254,15593970,14349553,2296333,16513782,9689296,0,0,0,0,0,0,0,0,0,0,0,28,1.3928935747289148
16579836,16378446,131586,8423050,6842469,15461869,10526616,661537,0,0,0,0,0,0,0,0,0,0,0,15,0.53412627264386
16711422,197379,15349030,12162964,6184542,16098204,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.8748334145390304
16579836,4363413,1719400,14541031,13278835,4612225,9610678,7560528,0,0,0,0,0,0,0,0,0,0,0,36,2.6003763387044225
16645629,15328758,9346501,16117750,16185591,526087,12294848,11117470,0,0,0,0,0,0,0,0,0,0,0,39,2.102273410607192
16250611,15266792,10570304,12140352,11380357,15988214,2631203,4811652,0,0,0,0,0,0,0,0,0,0,0,14,0.46263215175223366
16711422,0,15791093,16379986,6447713,10790051,2567216,5396057,0,0,0,0,0,0,0,0,0,0,0,12,0.4358128547265731
16711422,197379,10658466,6381921,3635774,15266282,8893329,5870950,0,0,0,0,0,0,0,0,0,0,0,17,0.7988496937045757
1450300,5527142,7666252,16711422,1119171,8618883,0,14935272,0,0,0,0,0,0,0,0,0,0,0,16,0.45442776762264575
13862984,16184303,7170919,15778677,10660015,14277339,4477023,2039325,0,0,0,0,0,0,0,0,0,0,0,23,0.7798997146780642
16711422,6448232,2105636,10461603,14145496,5460819,15198440,8224898,0,0,0,0,0,0,0,0,0,0,0,8,0.33317336457133234
16579579,65793,11446680,6250335,228,14411000,7256817,6791512,0,0,0,0,0,0,0,0,0,0,0,33,1.6812344135471227
16711422,1911353,6927071,15437885,3170434,13361646,8289402,15843705,0,0,0,0,0,0,0,0,0,0,0,34,2.20845428529836
3223866,6184284,2763306,5593443,14889607,16382199,9341831,10001570,0,0,0,0,0,0,0,0,0,0,0,20,1.1934643660599942
16711422,16119544,2171427,4351941,9740219,6184800,11316396,263172,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16711422,4486134,2500134,10789795,14019064,6334947,6052956,10467322,1,0,0,0,0,0,0,0,0,0,0,22,1.1397297358117453
8870981,12884056,16447990,6921627,4084330,7880823,15922676,2890786,0,0,0,0,0,0,0,0,0,0,0,30,1.9274182888969897
789783,15984092,12884358,8214087,3218710,10198962,13468572,15199215,0,0,0,0,0,0,0,0,0,0,0,10,0.5241841708855144
3680543,16447993,6310973,13080418,2707884,3767099,1054509,15163954,0,0,0,0,0,0,0,0,0,0,0,15,0.5277475130523418
16711422,328965,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6854412333369909
4145732,12555117,9920313,3282442,8174820,15325383,11434318,13424856,0,0,0,0,0,0,0,0,0,0,0,27,1.587444085761746
5332066,1910570,16711422,1712416,5002066,1579032,3229002,7234413,0,0,0,0,0,0,0,0,0,0,0,24,1.271459797258033
16513784,15461873,11183249,1579551,2104858,7234643,5200233,9805482,0,0,0,0,0,0,0,0,0,0,0,12,0.7618342580332604
16185077,15790578,15593198,4674393,2896183,5661791,6380109,2828581,0,0,0,0,0,0,0,0,0,0,0,12,0.6923169165016034
5076647,16511973,13088658,5472435,14738666,15780459,8688559,15659504,0,0,0,0,0,0,0,0,0,0,0,18,0.8406873504563607
16250612,15265265,3239341,12551779,10117695,10074320,14739428,10268586,0,0,0,0,0,0,0,0,0,0,0,16,0.8773425815879321
16443856,16243937,14043741,14584217,13344380,15379376,8016711,15445419,0,0,0,0,0,0,0,0,0,0,0,13,0.47639054881693904
16711422,1192289,3630485,14871024,11583441,9415363,394758,6127418,0,0,0,0,0,0,0,0,0,0,0,18,0.9109016498605449
16448250,3702932,6579299,11040428,10329501,8170424,14149353,5411234,0,0,0,0,0,0,0,0,0,0,0,30,1.3119719313930103
14541798,6125189,16053472,1511440,8689057,394885,11182743,7035990,0,0,0,0,0,0,0,0,0,0,0,16,0.7415900975524968
16448250,1192643,9651774,11642271,14870252,14957358,5067625,15857396,0,0,0,0,0,0,0,0,0,0,0,22,1.0473677809160327
16711422,328965,10526623,6315871,16043855,14173238,2763562,16111578,0,0,0,0,0,0,0,0,0,0,0,14,0.7173802438354756
15594483,14407638,0,10462115,6382692,3026735,10658208,6381664,0,0,0,0,0,0,0,0,0,0,0,15,0.5743444170041607
9480355,12637387,16511442,0,7048071,16308611,11585472,6587263,0,0,0,0,0,0,0,0,0,0,0,15,1.2996347756979008
16316663,14477042,394758,12691590,3104429,8103116,9788477,16120311,0,0,0,0,0,0,0,0,0,0,0,17,0.7199725682123528
16711422,12990003,16245073,2763309,10526882,13740890,6184545,14211546,0,0,0,0,0,0,0,0,0,0,0,60,2.766855952465792
16711422,2500395,2440541,3953522,9548143,5000268,14606823,14211802,0,0,0,0,0,0,0,0,0,0,0,14,0.20440850453353182
16514043,4741013,4342081,15724788,3158327,3156778,8829819,9739194,0,0,0,0,0,0,0,0,0,0,0,9,0.5880131747449013
8158071,7501177,16711422,7894393,14713956,2895923,5785887,13422546,0,0,0,0,0,0,0,0,0,0,0,16,0.7448732690861806
16711421,328965,13209697,7295551,14859927,2370098,12351295,13004602,0,0,0,0,0,0,0,0,0,0,0,12,0.0
3042473,16250871,6579300,14739695,1457246,8692416,10329501,16110435,0,0,0,0,0,0,0,0,0,0,0,8,0.279318981945709
16711422,15658994,15453304,855309,12358250,9871537,3237040,7629390,0,0,0,0,0,0,0,0,0,0,0,26,1.4100980936751313
3422011,16711422,1984351,10134182,14277854,5529961,15856370,10132122,0,0,0,0,0,0,0,0,0,0,0,13,0.6016279650271079
15987696,11157044,526344,11444124,2838914,13687006,10003894,13390664,0,0,0,0,0,0,0,0,0,0,0,14,0.41728389362784885
16711422,1971820,14506830,14803693,9413316,11966346,5983813,5525135,0,0,0,0,0,0,0,0,0,0,0,17,0.7993086350825478
16645372,14014425,2763306,14064993,6169448,6708312,14574392,15328234,0,0,0,0,0,0,0,0,0,0,0,13,0.2586590276038665
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
2036036,3284075,16108125,10263470,16378558,14855502,984580,2754865,0,0,0,0,0,0,0,0,0,0,0,11,0.5591892821684266
16711422,9811038,2631462,15779148,7039589,2301729,14741982,5551941,0,0,0,0,0,0,0,0,0,0,0,15,0.46971795011115264
659225,989202,2562068,5331562,1708308,9739687,5070668,5809995,0,0,0,0,0,0,0,0,0,0,0,34,1.8702104381015403
16645629,2973100,3025451,13690352,9216947,11513516,5657169,3223860,0,0,0,0,0,0,0,0,0,0,0,23,0.9690873374567869
16711422,4208101,8686752,15593460,5660788,3226186,11513817,16448507,0,0,0,0,0,0,0,0,0,0,0,7,0.23533887949587667
16711422,7631988,12363383,4891113,14703669,9222200,14993767,14150394,0,0,0,0,0,0,1,0,0,0,0,49,1.8526435076493255
16711422,13421818,328965,15218985,12816266,6709858,2708123,1192545,0,0,0,0,0,0,0,0,0,0,0,13,0.35232153198320126
16711422,16119544,0,2171427,4351941,10068661,6250594,10198172,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15987958,5673814,16711422,4859806,4802009,5391280,15356578,2706731,0,0,0,0,0,0,0,0,0,0,0,21,1.1560923117760387
16711422,13273704,9526359,16106321,6596793,5544552,13393761,9269936,0,0,0,0,0,0,0,0,0,0,0,16,1.0019422092746946
16711421,15332073,5595868,4411489,15067373,3751759,9936814,2302498,0,0,0,0,0,0,0,0,0,0,0,27,1.8321470024625284
16711422,6929122,16119802,922176,16580350,5724808,16579324,4547518,0,0,0,0,0,0,0,0,0,0,0,16,1.058002958420251
16711422,15592957,328965,10197657,6512220,244,5526775,10724346,0,0,0,0,0,0,0,0,0,0,0,12,0.23362664097064814
16053494,66020,5592554,10921712,8882153,2368742,7829367,9605778,0,0,0,0,0,0,0,0,0,0,0,18,0.8777770549647516
16711422,328965,10263708,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.822216986361965
16711422,263172,12163198,6447714,4422316,13951468,8036804,5473715,0,0,0,0,0,0,0,0,0,0,0,11,0.6894361689373059
3947323,16514043,2895666,2961967,15396078,2301215,7041399,6250335,0,0,0,0,0,0,0,0,0,0,0,21,1.2493413683718446
16645629,13999680,2105375,6905936,2369067,6659536,5724510,14827061,0,0,0,0,0,0,0,0,0,0,0,12,0.6820634383669388
3022868,16118510,11247502,7430478,14475235,9339749,4002337,5324585,0,0,0,0,0,0,0,0,0,0,0,25,1.3566145727122896
16711422,197379,10461087,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.5220012358978954
16381426,1183502,12361609,13101817,7429453,5727342,9084080,2169630,0,0,0,0,0,0,0,0,0,0,0,9,0.36726396221877344
921102,5451665,12093824,16645629,7180993,9848387,4478610,15001073,0,0,0,0,0,0,0,0,0,0,0,11,0.5124580303284691
2829099,465029,16448250,15067122,9473936,10526880,9410504,5987163,0,0,0,0,0,0,0,0,0,0,0,13,0.6332215301219619
16316664,6003660,1184274,10000536,16514300,5987163,14346739,658443,0,0,0,0,0,0,0,0,0,0,0,33,2.5311513980772613
16514043,13430265,2841242,6380891,10853784,3487029,8429767,5274298,0,0,0,0,0,0,0,0,0,0,0,11,0.4964563947443052
0,14079702,16448082,10790047,6447698,10921526,5394971,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2965423746537751
16645629,16185850,3041448,1513239,8434093,6642522,14434865,6527943,0,0,0,0,0,0,0,0,0,0,0,19,0.994287278524485
16645629,3159885,7633544,9870506,4868682,14409186,4882135,14702931,0,0,0,0,0,0,0,0,0,0,0,14,0.6069721243144282
16711422,13380465,7171437,10987431,14215669,3684408,6596041,4165311,0,0,0,0,0,0,0,0,0,0,0,14,0.8246416197272185
3826318,1781315,16711422,5931690,2703705,6720173,15184974,723723,0,0,0,0,0,0,0,0,0,0,0,14,0.9318320586196429
16645629,3289650,10790051,6381921,12374890,3893406,7248835,14279402,0,0,0,0,0,0,0,0,0,0,0,11,0.3186208005832658
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0.7233303742859281
3289650,15526890,7761253,12618076,15921908,15000548,16119541,1052434,0,0,0,0,0,0,0,0,0,0,0,7,0.29051660949106184
16711422,2645135,15658739,5412760,5547428,6776679,6403506,8694452,0,0,0,0,0,0,0,0,0,0,0,17,0.8252739697569247
1908256,1316117,2958882,16645372,6641233,10657670,7642569,1907741,0,0,0,0,0,0,0,0,0,0,0,15,0.4344494968908707
16645629,4659335,3355443,1514785,11965316,14671592,5594765,13981509,0,0,0,0,0,0,0,0,0,0,0,16,0.4975894494016114
15921632,6791153,16314230,14412792,16383484,11575423,4809351,2565409,0,0,0,0,0,0,0,0,0,0,0,59,3.297561883556132
16711422,13166326,197379,16310875,6198890,6337762,15792116,12099706,0,0,0,0,0,0,0,0,0,0,0,9,0.34194076199256357
13883890,16711422,4693672,3563750,1581619,9282238,5462891,2630945,0,0,0,0,0,0,0,0,0,0,0,9,0.4687204643723069
1973275,1579288,16118252,8933947,13080433,2172472,3610418,4807542,0,0,0,0,0,0,0,0,0,0,0,6,0.09440157388026443
16711422,328965,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6854412333369909
16119285,1317152,1184788,16240984,6250849,10461344,14935268,3763840,0,1,0,0,0,0,0,0,0,0,0,9,0.4753096298535101
15066597,2631720,4802889,10724002,14935528,4031985,3693460,7448274,0,0,0,0,0,0,0,0,0,0,0,7,0.28383703977064756
16711422,15068400,65793,3166857,462622,13404256,16383484,8495814,0,0,0,0,0,0,0,0,0,0,0,21,1.2165959900070784
16711422,5921113,10526880,1513434,5197677,5987281,14935027,9342675,0,0,0,0,0,0,0,0,0,0,0,22,1.0948441294195068
15528955,16711422,9748213,7579887,1777707,4817094,5462632,16448507,0,0,0,0,0,0,0,0,0,0,0,20,1.0465554747374188
11909826,15790579,16711422,1125187,3026478,4548744,16382714,6184799,0,0,0,0,0,0,0,0,0,0,0,13,0.7698191808798251
16185078,531752,5680326,2302755,5460819,10657694,13622753,4807780,0,0,0,0,0,0,0,0,0,0,0,18,1.33771728929613
16711422,7242119,15068151,10072518,0,7566448,16120055,16645373,0,0,0,0,0,0,0,0,0,0,0,16,1.0137021038465739
16514043,9278115,5330795,2368812,13093848,7896463,12041677,3685707,0,0,0,0,0,0,0,0,0,0,0,15,0.48659847579964083
16514043,4605510,10728550,6080212,13298157,9098718,16120055,13552775,0,0,0,0,0,0,0,0,0,0,0,18,0.8091744875441427
16578007,15791098,328963,264922,7695444,7704280,12363632,5724643,0,0,0,0,0,0,0,0,0,0,0,20,0.9092137064033311
8223094,1905676,16711422,14583881,6044959,16103048,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.0119040919659543
16053492,5923438,7694958,8810346,2767180,3096402,6394571,10789023,0,0,0,0,0,0,0,0,0,0,0,23,1.0763746718176859
16250871,3355491,6184542,13908018,11442328,10197936,5724030,14277088,0,0,0,0,0,0,0,0,0,0,0,22,1.205076111335159
16447735,11971553,1977145,3808068,8883651,13782063,8735586,11377294,0,0,0,0,0,0,0,0,0,0,0,14,0.8248245996641923
1842204,15310401,16316664,4408644,7363910,3224114,12549937,5652259,0,0,0,0,0,0,0,0,0,0,0,7,0.18400135741469958
16711422,10829886,1315860,10298659,11572886,4419965,12998485,14148324,0,0,0,0,0,0,0,0,0,0,0,30,1.6638652441493933
16711165,13277790,1717845,9147033,14607078,4022909,7628627,2170392,0,0,0,0,0,0,0,0,0,0,0,28,1.7555956573442213
16053489,1514531,7817107,2575486,2178921,9784885,3549218,13146733,0,0,0,0,0,0,0,0,0,0,0,17,0.8370370147041788
9934743,16645372,927045,14409446,526087,9540508,5727089,7232598,0,0,0,0,0,0,0,0,0,0,0,18,0.8935709593200752
16579836,2171427,15396080,6513503,2171167,4351941,10133938,11250340,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16711419,13161699,10524557,860828,9456447,3090983,10003896,4547206,0,0,0,0,0,0,0,0,0,0,0,11,0.49585917648526634
16185078,10131862,3094587,460551,7047141,7433577,14147058,4542557,0,0,0,0,0,0,0,0,0,0,0,22,1.2900367452746155
7629397,10327949,9470311,16514043,3289129,5526872,11974074,7542029,0,0,0,0,0,0,0,0,0,0,0,25,1.5111179369882892
15922422,16645629,5011560,13734766,5023666,9091518,9519974,12474739,0,0,0,0,0,0,0,0,0,0,0,19,0.8965754379689728
16711422,1973795,2380680,10002086,3765449,10461087,14212322,2302755,0,0,0,0,0,0,0,0,0,0,0,10,0.5062731169772656
16645372,16185336,2038811,460557,9156046,3628441,7232838,11838343,0,0,0,0,0,0,0,0,0,0,0,13,0.7682750560519076
16711422,15858940,16119802,394758,3366557,8826305,6842472,11639447,0,0,0,0,0,0,0,0,0,0,0,13,0.5282391568040682
16645629,15922680,2171427,3165847,10265779,263172,10066586,11510433,0,0,0,0,0,0,1,0,0,0,0,16,0.815429321777197
16711422,2430989,6442031,5783840,10788762,6530528,1253163,3759745,0,0,0,0,0,0,0,0,0,0,0,21,1.1440543657168285
16711422,1966788,5882730,2302755,1777192,10526880,14149357,6381921,1,0,0,0,0,0,0,0,0,0,0,18,0.8249276567766259
16711422,14409185,13152137,15984250,6394327,789514,5131591,1316119,0,0,0,0,0,0,0,0,0,0,0,36,1.9545535980796145
16645629,65793,10132122,6908265,2900389,14869746,7638745,14500220,0,0,0,0,0,0,0,0,0,0,0,16,0.7145386486813583
16711422,197379,11027518,10591902,14307658,15509154,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.0978479670416843
16711422,2171427,4351941,10134195,14278119,6119007,12493961,10132379,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16514043,3764703,12097667,5395026,14147568,657930,4087465,8493261,0,0,0,0,0,0,0,0,0,0,0,26,1.2221054532661697
16645629,2964041,5594987,5921370,328965,13338473,7771323,14672618,0,0,0,0,0,0,0,0,0,0,0,11,0.5690618248463098
16579836,15724786,3698911,7179989,6777711,14111040,3289440,15843139,0,0,0,0,0,0,0,0,0,0,0,13,0.617851163907938
16447734,3618617,12165785,2367004,7821646,5856095,10001569,2236193,0,0,0,0,0,0,0,0,0,0,0,19,1.0909324703266863
16645629,2964041,5594987,5921370,328965,13207660,7443391,14672619,0,0,0,0,0,0,0,0,0,0,0,22,1.4231466625442641
16711422,328965,6184542,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.7780373407472057
16579579,2433571,1185331,1905939,13470555,3233680,2503015,8343876,0,0,0,0,0,0,0,0,0,0,0,16,0.7086597329607776
12445175,7714793,15986664,14112323,12623993,9195068,8900595,15192173,0,0,0,0,0,0,0,0,0,0,0,25,1.4061166005804893
16711422,328965,6184542,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.407258715581722
16183786,3025962,6462134,6182741,856341,3762827,12164220,2956060,0,0,0,0,0,0,0,0,0,0,0,25,1.1609823055054649
16711422,3289650,14540511,10586972,10592415,6381921,10724260,10198172,0,0,0,0,0,0,0,0,0,0,0,29,1.5080073111826535
16250871,3618099,4802116,13151618,6702665,4012090,11054515,4934992,0,0,0,0,0,0,0,0,0,0,0,16,0.7145386486813583
16711422,460551,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.8887758036861659
14220797,16579321,14939129,7428424,12621682,3087895,132331,4680929,0,0,0,0,0,0,0,0,0,0,0,16,0.5926807693906313
16645629,5738181,244,13886702,11315100,6842214,5009807,5659370,0,0,0,0,0,0,0,0,0,0,0,15,0.6525738359918097
8087879,9540953,10790007,15328734,14541541,3748128,4279361,3026487,0,0,0,0,0,0,0,0,0,0,0,16,0.6532078931939354
16711422,526344,10461087,6381921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7392463101336184
15724528,16711422,3828119,9279909,15790577,2962232,5537971,11517906,0,0,0,0,0,0,0,0,0,0,0,22,1.4149521516190247
16579577,12271185,8084028,2168078,12429172,15192943,10784579,15659508,0,0,0,0,0,0,0,0,0,0,0,12,0.3631098403752627
12314290,16247263,12950405,7624778,12684720,8930417,4282991,13060738,0,0,0,0,0,0,0,0,0,0,0,10,0.2727720008195682
14803168,13619410,11577246,7237741,924972,6841437,3889519,9416254,0,0,0,0,0,0,0,0,0,0,0,17,0.8251677701883284
16580090,986546,4815909,7905850,5929515,7235541,10205799,6791224,0,0,0,0,0,0,0,0,0,0,0,22,1.1894429577560541
16579579,788486,3159099,16119544,12033413,5331566,7429449,1970967,0,0,0,0,0,0,0,0,0,0,0,22,1.0385383795614411
16711165,855052,6116948,5142827,10852493,9479092,14606821,14541788,0,0,0,0,0,0,0,0,0,0,0,15,0.7144835124375943
16711422,394758,6250335,10592673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7546926651922761
15527148,3029579,6774875,2302239,1579545,5330784,10852753,14408926,0,0,0,0,0,0,0,0,0,0,0,22,1.2495627036111523
