color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,Intuit,Linkedin,Microsoft,Netflix,Walmart,Xerox,Zoom,url_len,tld_char_score
16711422,0,15106876,6315870,15908172,11898673,5916440,0,0,0,1,0,0,0,0,0,0,0,21,1.0119040919659543
16579836,11901326,8284495,10922416,16580350,6872567,16644604,13758709,0,0,0,0,0,0,0,0,0,0,24,1.3077399845532502
2775683,16645371,1258328,14341592,9127483,9279908,12819335,14540771,0,0,0,0,0,0,0,0,0,0,13,0.6788897467677227
16711422,4958184,4802889,13428472,10592673,16711679,9423089,9358065,0,0,0,0,0,0,0,0,0,0,13,0.7160822861425378
16711422,6794221,13887481,3223857,2828329,10658209,6052443,6644836,0,0,0,0,0,0,0,0,0,0,10,0.5139756185797826
16579836,15912562,15659509,5723733,12231296,2697254,14245964,3300759,0,0,0,0,0,0,0,0,0,0,15,0.7712182453193985
15724528,16711422,3828119,9279909,15790577,2962232,5537971,11517906,0,0,0,0,0,0,0,0,0,0,22,1.4149521516190247
16711422,394758,10461087,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.9627635980056679
16184303,1643792,8083518,1710879,12099714,15260790,15591146,854284,0,0,0,0,0,0,0,0,0,0,21,1.0569342961712356
16514043,3764703,12097667,5460819,14147568,723723,4087465,8493261,0,0,0,0,0,0,0,0,0,0,30,1.34134487739163
16579836,15724784,14869734,10630708,1447446,11777463,12303805,1121320,0,0,0,0,0,0,0,0,0,0,11,0.7159455896147471
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
15987696,11157044,526344,11444124,2838914,13687006,10003894,13390664,0,0,0,0,0,0,0,0,0,0,14,0.41728389362784885
16711422,328965,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7053688376786514
16711422,0,6513507,3827361,6526138,10461087,3173857,13096675,0,0,0,0,0,0,0,0,0,0,21,1.0889517900018546
16119544,16250868,3371875,11903626,7888971,1314829,1719880,9871787,0,0,0,0,0,0,0,0,0,0,48,2.0415915983965514
16711422,15461874,2171427,4351941,9806009,6119008,394758,11250089,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15855852,3484195,7888445,11312768,9875902,4429720,13819105,5261090,0,0,0,0,0,0,0,0,0,0,17,0.9173433540976472
16382457,10526879,6528309,6118739,7316531,14279379,4212593,4684065,0,0,0,0,0,0,0,0,0,0,22,1.1859349935352537
2894109,15266038,6709316,1844010,11284538,2042140,16447989,9737290,0,0,0,0,0,0,0,0,0,0,7,0.1683405882303083
16645629,5738181,244,13886702,11315100,6842214,5009807,5659370,0,0,0,0,0,0,0,0,0,0,15,0.6525738359918097
16711421,789772,11915745,3684919,15196520,7515609,10466120,3166566,0,0,0,0,0,0,0,0,0,0,17,0.7047750796950665
16119285,1710618,10724001,6446685,5153504,14211800,14278627,1120020,0,0,0,0,0,0,0,0,0,0,17,0.9479115434875791
16711421,15527414,8802112,2171427,2889748,12229252,10199471,4417477,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16514043,1381653,13731418,6118749,14928002,15198699,16448763,5594467,0,0,0,0,0,0,0,0,0,0,14,0.5147992910559587
16316664,15067886,10366757,2236962,11709609,11354971,6062003,15654628,0,0,0,0,0,0,0,0,0,0,12,0.5579233077114916
16711422,1381653,6118749,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.2589304097501788
16777215,5352423,4033225,13559286,10339556,9358065,0,0,0,0,0,0,0,0,0,0,0,0,12,0.6354668357251747
16711422,657929,9189988,1249042,986642,6511191,10853528,7155021,0,0,0,0,0,0,0,0,0,0,17,0.7379369605800203
1643279,1709591,7166030,5984853,10848109,660816,5584685,5064800,0,0,0,0,0,0,0,0,0,0,14,0.5631762412696948
16711422,15462129,4888442,5066061,1909287,9872047,5990519,14674406,0,0,0,0,0,0,0,0,0,0,18,1.0742211302338578
16711422,15461629,15914824,592137,7694694,13409903,6050543,245,0,0,0,0,0,1,0,0,0,0,18,0.9567068479528484
1450044,5527142,16711422,8618883,3554126,14869479,10133420,7765390,0,0,0,0,0,0,0,0,0,0,22,1.0897697102003852
16711422,7842745,15002102,10236214,460294,10174012,262877,3763774,0,0,0,0,0,0,0,0,0,0,13,0.49014969864009444
16711422,1718131,15976280,7452583,2562592,13209459,8410441,2363663,0,0,0,0,0,0,0,0,0,0,16,0.9228594981398766
730185,2380962,1457272,16513527,6969675,8953269,12949618,2564122,0,0,0,0,0,0,0,0,0,0,21,0.9715145529349937
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
16711422,16120061,3355443,4671303,3173614,10460829,13792811,8297164,0,0,0,0,0,0,0,0,0,0,18,0.9758721261006074
16711422,5063748,10854045,2249148,14739445,8099799,12475993,4944584,0,0,0,0,0,0,0,0,0,0,73,1.7389582933667858
16579835,7560660,6839120,12425353,5005134,2629144,10763846,12292256,0,0,0,0,0,0,0,0,0,0,10,0.406096880275212
16119285,1052431,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.08429242125430123
16645629,919812,15660790,10723998,6446160,10527153,10594465,4355636,0,0,0,0,0,0,0,0,0,0,13,0.3694891449175309
16579836,16378446,131586,8423050,6842469,15461869,10526616,661537,0,0,0,0,0,0,0,0,0,0,15,0.53412627264386
16514043,3764703,12097410,5395026,14147568,723723,4087465,8493261,0,0,0,0,0,0,0,0,0,0,23,1.128791036876734
15658733,2763048,14505824,7429197,11835526,2892070,7427421,13620706,0,0,0,0,0,0,0,0,0,0,15,0.8709981212421588
16711422,328965,10263708,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.822216986361965
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
5816051,16645628,7464527,13626615,13869404,15918679,460294,15023914,0,0,0,0,0,0,0,0,0,0,24,1.1858793269356274
1513238,16106314,13084014,1580605,15721676,7690823,5331055,13819630,0,0,0,0,0,0,0,0,0,0,13,0.7501627745222508
16711422,11861333,197379,9868950,6513506,8896064,0,0,0,0,0,0,0,0,0,0,0,0,23,1.699228024558005
16185592,2312084,1522569,2304301,9544128,16053492,13751772,6059436,0,0,0,0,0,0,0,0,0,0,25,1.3665536006819816
16711422,15330039,2171427,4417477,10068661,197379,6119266,12624515,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15265531,16381941,1126752,12687741,7757648,9744337,3287075,5075356,0,0,0,0,0,0,0,0,0,0,35,2.3415561654567476
16711419,13161699,10524557,860828,9456447,3090983,10003896,4547206,0,0,0,0,0,0,0,0,0,0,11,0.49585917648526634
16448250,1192643,9651774,11642271,14870252,14957358,5067625,15857396,0,0,0,0,0,0,0,0,0,0,22,1.0473677809160327
15593194,4868682,10853501,7362725,15262961,10456773,8547251,13484459,0,0,0,0,0,0,0,0,0,0,19,1.3384097269640645
15527143,4957258,12336947,14308940,15191624,14323310,11507250,2171168,0,0,0,0,0,0,0,0,0,0,27,1.4402199121549117
16711422,15856630,2105892,4478846,9608887,10790042,4680129,460551,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16448249,1447442,2238756,6380872,11643003,5594980,5265235,4671021,0,0,0,0,0,0,0,0,0,0,18,1.0936995534984173
2039068,5792622,7626069,10393744,13161691,1384233,9938351,15394788,0,0,0,0,0,0,0,0,0,0,14,0.37990947281283155
9545397,5197921,13360355,3816022,3027254,11246717,16711422,7175318,0,0,0,0,0,0,0,0,0,0,16,0.5437682626632332
16711422,2778101,15067637,4934748,8754891,10203893,0,0,0,0,0,0,0,0,0,0,0,0,35,2.200990366344633
16514043,526344,10461087,6316128,3108291,14476787,7380953,4553929,0,0,0,0,0,1,0,0,0,0,47,2.680133073891298
13480324,16118246,16645116,14271126,12400933,1842208,13458752,5921373,0,0,0,0,0,0,0,0,0,0,24,1.4945146393289566
16711422,3223857,6118749,10592673,5534016,2249148,8502873,7121730,0,0,0,0,0,0,0,0,0,0,12,0.6288889982777975
16711422,16119544,0,2171427,4351941,10068661,6250594,10198172,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15592941,399411,6070220,4477542,7192186,723723,14064986,13031912,0,0,0,0,0,0,0,0,0,0,24,1.0559201810977752
16711422,3026478,3092528,7381820,10724247,6381404,3092272,12701591,0,0,0,0,0,0,0,0,0,0,24,1.4602863757155264
16711422,263172,228,10329501,14935036,6250335,5658349,10855925,0,0,0,0,0,0,0,0,0,0,19,1.1577540753079822
16448250,15199473,1776153,15462125,11050898,6773587,4744316,10004144,0,0,0,0,0,0,0,0,0,0,20,0.7078585393690516
16447991,14278385,9411777,922967,11319773,11444871,7169099,3953530,0,0,0,0,0,0,0,0,0,0,13,0.5726889508235616
3355443,16711422,1060737,1319503,6250335,10461087,14607083,5003388,0,0,0,0,0,0,0,0,0,0,12,0.46726917703348586
15987699,10137286,13152626,1512982,7035984,5012816,2434602,2435109,0,0,0,0,0,0,0,0,0,0,16,0.7145386486813583
16448504,4670783,11180934,1315860,8292194,16579324,12960690,6526166,0,0,0,0,0,0,0,0,0,0,25,1.1828491521305722
15198705,4808599,16711422,1846595,13608808,3092271,7116885,9871286,0,0,0,0,0,0,0,0,0,0,23,0.9271098849412656
16711422,14409185,13152137,15984250,6394327,789514,5131591,1316119,0,0,0,0,0,0,0,0,0,0,36,1.9545535980796145
14343380,526344,12307156,2830391,14344664,3631488,9022649,6842979,0,0,0,0,0,0,0,0,0,0,16,0.6431503371282501
14539738,6312010,2956828,11510417,5527391,2758177,7873309,2565933,0,0,0,0,0,0,0,0,0,0,21,0.7929800814484915
15329510,1776938,8215368,12097405,2431508,5068915,9018551,14278381,0,0,0,0,0,0,0,0,0,0,13,0.6393558317050616
15595517,5848736,7231163,4664957,16711164,9019847,12686443,11110555,0,0,0,0,0,0,0,0,0,0,15,0.9682092937989701
15198183,15064183,4890953,12074546,14046282,14127976,11507250,2105375,0,0,0,0,0,0,0,0,0,0,17,1.005283828149129
16579836,15987958,197378,14868192,6117975,16382714,11312272,10330792,0,0,0,0,0,0,0,0,0,0,26,1.6858914053862264
3023130,16382199,7099975,1777966,5069683,10785158,14475492,9806514,0,0,0,0,0,0,0,0,0,0,21,1.2066878303123127
16053492,5923438,7694958,8810346,2767180,3096402,6721471,10526109,0,0,0,0,0,0,0,0,0,0,30,1.6519802889613022
16513785,4558788,15528695,1124419,2760988,7560011,12228227,1252114,0,0,0,0,0,0,0,0,0,0,13,0.2286194054219715
1317426,465028,4410474,16711422,9539985,15001329,9212596,6516143,0,0,0,0,0,0,0,0,0,0,19,0.9024712632588072
7086902,16645371,1122846,9318212,5773608,131329,12164986,14141348,0,0,0,0,0,0,0,0,0,0,10,0.11607924071433032
16514043,3764703,12097667,5460819,14147568,723723,4087465,8493261,0,0,0,0,0,0,0,0,0,0,27,1.5425309141521903
16579836,4495030,986638,14542570,15975235,3895626,7105130,4685263,0,0,0,0,0,0,0,0,0,0,16,0.6382935694321672
15724527,3819605,5460819,10460830,14103598,14672355,9870756,16185335,0,0,0,0,0,0,0,0,0,0,15,0.8773182788875951
16711422,1971820,14440781,14869485,9348037,11966346,5590928,5983556,0,0,0,0,0,0,0,0,0,0,17,0.7993086350825478
15395046,926505,11640466,9785411,6335973,14410471,3614242,4153481,0,0,0,0,0,0,0,0,0,0,7,0.21320358669075615
16711422,460551,10395294,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.1863980765599038
16448250,263172,7171180,11413821,11118243,13028821,2823706,1973795,0,0,0,0,0,0,0,0,0,0,19,1.0413439323759903
16250612,15265265,3239341,12551779,10117695,10074320,14739428,10268586,0,0,0,0,0,0,0,0,0,0,16,0.8773425815879321
15461355,657930,5461851,1451577,10987430,6382175,4489770,5742656,0,0,0,0,0,0,0,0,0,0,38,2.6067975712103073
16711422,3881787,13118077,10526880,14469710,4206210,6579300,16245485,0,0,0,0,0,0,0,0,0,0,26,1.4710094431226026
2575233,16119285,2047849,1521246,4094410,15001838,16242562,5526611,0,0,0,0,0,0,0,0,0,0,6,0.061131876151794245
197121,16509521,15722457,12755586,13556709,6641221,9808835,5199199,0,0,0,0,0,0,0,0,0,0,12,0.49656421208214374
16711422,6710886,2303530,8692415,12494711,14212322,5856094,14703669,0,0,0,0,0,1,0,0,0,0,17,0.7147800936470102
5000268,16645629,4213583,3026218,1318191,4669991,2040608,3154726,0,0,0,0,0,0,0,0,0,0,11,0.4807520166965264
16382456,14918991,789259,14540512,5855318,15654760,16119542,11242304,0,0,0,0,0,0,0,0,0,0,10,0.13497481203395648
16645629,15659251,7740212,4984608,8079194,15326947,4874091,11834014,0,0,1,0,0,0,0,0,0,0,14,0.7806416882072399
3702849,16185075,8960066,11443585,8869438,10270106,14147545,2048305,0,0,0,0,0,0,0,0,0,0,19,0.7696812427683783
8355830,0,6710981,1447468,4802957,3552872,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6272677253712062
11181408,3157806,16250612,7165773,1252133,15396331,14673127,5331811,0,0,0,0,0,0,0,0,0,0,21,1.030316461206029
12102037,16316148,328708,12791364,9676734,7166794,5002331,2699319,0,0,0,0,0,0,0,0,0,0,16,1.1068622915095427
3830951,16711422,15987959,8167619,16176730,2170656,5472943,6384223,0,0,0,0,0,0,0,0,0,0,13,0.9531484536577711
16513784,2040132,2564124,7298640,5069935,11509642,13887470,9215665,0,0,0,0,0,0,0,0,0,0,9,0.4720054779563521
16711422,16250619,1842204,5592405,10395294,3303347,9674933,6575580,0,0,0,0,0,0,0,0,0,0,21,1.4182960504488573
16579836,16185337,2565927,6645093,10461087,4291483,9807021,6316385,0,0,0,0,0,0,0,0,0,0,13,0.3411454423152404
15988216,16711422,14839603,14175796,4156336,15920366,8691400,1913177,0,0,0,0,0,0,0,0,0,0,22,1.5199437471138921
855824,9674928,5199713,16382454,6643530,3222822,16121339,10919817,0,0,0,0,0,0,0,0,0,0,12,0.7050479800211346
16645629,925977,2960684,4068891,15451214,4934216,10461084,4735812,0,0,0,0,0,0,0,0,0,0,10,0.164210913088547
1054510,859776,3428256,16711422,9671571,15067122,9409713,6384556,0,0,0,0,0,0,0,0,0,0,27,1.4034280900782732
16711422,2105636,6382695,3699167,10330277,5460819,14079962,14803682,0,0,0,0,0,0,0,0,0,0,15,0.9050425091844757
16645629,2637716,394758,10461086,2505868,6381921,14606830,9411527,0,0,0,0,0,0,0,0,0,0,22,0.8597314057415808
855309,6842472,11184809,9672860,2434856,7304827,1776668,9541444,0,0,0,0,0,0,0,0,0,0,10,0.07446437298110332
16382456,11443589,8874840,2500228,723723,15001325,13026739,8822466,0,0,0,0,0,0,0,0,0,0,24,1.5817495988767973
16711422,3949132,3685961,657930,1059923,11087945,7171437,14409442,0,0,0,0,0,0,0,0,0,0,29,2.0641423661709326
16711422,2434341,4414354,8438239,15199733,10395294,16449020,6250335,0,0,0,0,0,0,0,0,0,0,20,1.0580595565605158
16711165,12705495,266578,5722445,3419689,11771023,4295762,15001581,0,0,0,0,0,0,0,0,0,0,16,0.6542759140943523
