color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Paypal,Walmart,Xerox,Zoom,eFax,url_len,tld_char_score,text_len
1450300,5527142,14713139,16645629,14706730,14803943,3554127,10133421,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.1578151453841619,95
4353948,16645629,11548211,5868986,5342642,5614449,14673646,13667724,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.6528155758971501,365
16448250,12951680,5919823,8328974,1577485,14607075,16119542,14860179,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.3461112499308143,859
16579836,4891781,13751767,14277594,10857133,4542810,12368824,3966319,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.8957837598787775,117
16711422,12200483,15217581,13853491,11020589,15659768,14186818,2513652,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3524220901713613,376
16711422,5063748,10853789,2249404,14804982,8231384,12475993,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2.718854765271746,310
16579836,16185337,2565927,6645093,10461087,4291483,9807021,6316385,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.48690368723533195,454
16711422,12134170,1776411,13731191,14892075,3504574,3834096,15444129,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.37945571280206675,298
16711422,15988216,2171427,244,4417223,10003127,197379,6184802,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1704
16645629,1381396,14343910,15263463,11576212,7362130,9477294,5004662,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6175030050426207,509
4409425,14867923,1050117,12895155,12560023,13554389,8278346,10528940,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.2578264950375704,241
16513009,2633513,3090462,2568522,6004865,7297348,11707015,4743250,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.8471294466880857,474
16185078,6644062,1381395,10787218,14803691,2171946,9738928,5856359,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.18719199766842942,1455
3746872,16645628,15445369,16243577,6659820,14608625,7297613,6838370,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.1802491389997023,289
16645372,2040084,1980184,4614201,6778429,11315086,10327706,3100707,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.31370542677639196,296
16711422,3223857,6184542,10592673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.3521294737317886,163
16711422,13380465,7171437,10987431,14215669,3684408,6596041,4165311,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.915474160395254,162
16645371,12298112,15330028,4817733,8019018,1249810,14734982,9804619,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5874861933470136,235
16382457,5287850,4093068,6776679,5413524,3289650,10526880,13756904,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.415995996934474,380
16514043,5990260,14541026,10068136,2766661,4802889,10395294,16316921,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2528076816032572,719
11873091,2623760,3025706,16512753,13844312,8462120,12948091,8672063,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.9307083937559801,854
15526631,1775120,7691332,12034180,14936302,5265773,15978835,1119779,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.1874570218303702,601
16711422,2950497,6337626,4019359,15522382,14802667,10570044,14742492,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4729009467431666,411
16711422,2104604,6379344,3090732,5460050,15856630,5001822,2369842,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.4564125779892603,215
16645625,14912686,2763048,11247504,15002097,7756371,16179175,3035331,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8816142713527247,664
16185078,13950182,4161610,11906722,6579043,14870499,15515994,10070460,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1.003823395408284,940
14871292,16645626,7317724,4219292,3355443,13690472,4358693,10533219,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4699264287159488,494
16119285,11184553,2972313,15790833,15001836,7895160,2303530,11316653,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1.5316216839366372,161
16315887,13457739,14383462,11160641,15911030,16444656,1118224,14920868,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.5246988566684256,272
16579579,5995204,6247755,3157030,11246476,14870256,14041915,4218514,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.840086737489135,1302
16711422,16250619,1842204,5592405,10395294,3303347,9674933,6575580,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.3653040554260027,1089
16315890,16244717,13280401,14604022,12557231,15989235,14337938,14135235,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.5564516331125398,272
16711422,2171427,15198960,4351941,5593440,9805752,11316395,592136,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,2320
16316662,1513239,724757,15134969,10329498,15332073,6447967,5070454,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.0297234968612226,1187
16711422,11116640,855309,6184542,238,14869245,5395188,10724344,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3444366210831078,1715
15394272,1380879,7036748,4682786,5577851,10920849,6642017,3021342,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.5514915962565117,395
16119285,460551,6250335,10855845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.8101537781115398,13
15133431,2236961,5332091,10133941,3498064,7436954,5327946,16119028,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.312832140373695,154
16711422,15725550,263172,4876868,10266266,11184292,6710371,2631976,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.69064667882821,1129
789516,15790062,6185806,855053,1382428,10789513,8696120,790029,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.312726912569192,262
7828593,16711422,2775891,2304818,2564381,5593953,2235424,2504499,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.6571800926974782,184
16711422,2171427,4351941,10068662,14343913,6184801,263172,10132379,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1330
4678266,7904952,14804714,16119283,7301694,2438466,9868616,2043426,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.044989734999657,426
16316664,5287850,4093068,6776679,5413524,3289650,10461087,13953769,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2.8242827051778834,519
16579836,6067147,13756664,3759501,1118481,1318470,16447481,3960525,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7685791786242282,398
3022868,16118510,11247502,7430478,14475235,9339749,4002337,5324585,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.099242821533763,213
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1.4005012898211586,207
16711422,263172,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.2465097100848777,122
15856113,10132121,8295496,5592405,3092271,11679802,13783375,12307611,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.7292861361881284,493
16711422,13321290,13752028,2303530,6975606,11316396,9674674,3570165,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.4343229743047526,85
16711421,328965,13209697,7295551,14859927,2370098,12351295,13004602,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7063247202672752,53
15371846,16711422,3355443,9068872,2512264,15988212,13950955,9345444,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3814336967271883,590
16645629,12500159,5789269,1973276,10988983,6647673,10261904,12697281,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.25764939390236,988
16711422,5063748,10854045,2249404,14739189,12475993,8231384,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7442922656672122,311
2623008,16711422,3757423,6906461,7018542,10461087,7299691,3811616,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.635268025590633,771
1974050,3636917,4759498,16579836,2776662,4165054,15660790,14872052,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6403125877172222,294
16316664,1116168,16317431,791883,6775385,4813635,11051672,16045903,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.500983423702307,1508
2828325,6970446,16184820,10983306,15593457,9129837,12226726,15194593,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.5449791932231685,438
16711422,4539717,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3910273773371826,59
16711422,16054007,4879086,2763306,8888515,10395294,15791347,5076368,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4.7935123920655185,71
8026746,16711422,6892067,2973268,1254707,4152678,4663332,10526880,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.674493600048727,352
1120028,2302755,4671303,15132390,4890770,10593189,6119780,13553616,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3743240843614435,574
16711422,394758,10461087,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.9182011661283975,83
16514043,3223857,16512247,6774108,11246225,14564403,13884909,9611727,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.115156950794344,1348
16579836,16053750,12988216,2778306,526344,16118001,10461087,663653,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.701238034443818,406
16711422,5063748,10854045,2249148,14739445,8099799,12475993,4944584,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.109494709326657,310
16711422,16119544,4351941,2171427,9937337,263172,6250594,11316396,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1939
15725044,16579579,3370225,6599747,6646646,10068143,2434860,12292488,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9039398004068998,219
15855855,15790576,15724528,15789807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,1.5012860516378292,191
16711422,4003675,10434175,2039583,15392747,10263706,11833784,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.250304910453696,337
16579578,15659509,13866600,657672,8741456,16645117,16514556,7251663,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.526447477803864,561
7103068,16711421,10196618,3748912,6315102,6848346,6317683,9275240,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.2838783130095153,179
16711422,2249610,1973795,13937530,6974058,131586,11040428,14673647,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.8951262439758482,226
16711422,2975401,6710886,14608369,10329501,8364746,328965,5275575,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.686695386751454,133
15395562,3306916,13227739,6266826,4033475,11323088,14935525,7171437,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.0245010378917478,285
1777960,15856113,14239023,5330797,9147037,10832188,2893606,9060173,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.212260003986471,755
857894,16711422,7632506,8289918,3900125,1454701,4480540,14410477,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.4554854063428755,161
16711422,8573163,1513239,2236192,10395294,4810095,6250335,7250612,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.8968174619697065,173
16711422,5063748,10788253,2315197,14542068,8099799,12475993,5010121,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4230950957005022,311
16711422,3223857,6118749,10592673,5534016,2249148,8502873,7121730,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7356120030493495,208
16448250,1447446,13224398,12500676,11843521,10461087,5197647,4090509,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.6060489856841456,164
16579836,460551,10921124,2315717,6841186,14410741,8100315,4682190,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3034292222942332,1574
16645629,8086732,10451947,6050463,14212852,9790396,12221423,14779981,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.6700876878556346,189
16711422,197379,4660110,14999792,10526880,6184542,10850501,7095706,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.7302912224809773,635
13480324,16118246,16645116,14271126,12400933,1842208,13458752,5921373,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.140524428934182,16
16579836,328707,15229275,5466797,4544913,7363659,12686717,6896401,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.073120141304903,191
16711422,15001579,2237222,9740723,5725803,3764702,14672096,5921370,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4267441630789084,1047
1973520,16711422,6906711,5334911,9604998,7304307,1513495,1184276,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0.9856871293004319,81
16645629,65793,10262936,5921112,14015456,10397360,14474204,14764866,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8514127839371916,263
16645628,3498884,3352356,7033929,1582135,10655114,2502265,9871539,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.31026912633102244,597
11247240,7317455,2104086,7364432,15657701,5070461,1777447,5336775,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3988940801574032,92
15922422,16645629,5011560,13734766,5023666,9091518,9519974,12474739,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.1068561652670024,385
131586,15921906,6512987,11379078,5128998,11505213,12697535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.7764714040619296,378
16382456,14872312,16446710,8955855,11967620,3965135,7235928,10402283,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1224747862287807,401
16316665,16711422,3504629,65793,13321804,2237737,5198937,8035547,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3054087233912162,124
5526612,16711422,0,10526880,3504518,14608875,9023672,5541272,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4441475481963368,175
5460047,2500919,5260874,3221034,3090469,15790320,5060413,4672335,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.6707616232335853,96
16711422,2313550,2379085,5220308,5591632,9408399,3219736,5466216,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3656845273546012,473
16711422,2508694,1387122,5526612,14607341,131586,9346238,10592673,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6772000597274042,607
4145732,12555117,9920313,3282442,8174820,15325383,11434318,13424856,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.332676923104565,149
16711422,394758,10658466,6052956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.6038728636244546,445
15921649,3499164,5613020,7558729,2959137,14216181,2238516,2830722,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.8259804986085836,436
1318193,16711422,3173097,2636384,14607082,9740734,5134704,10008305,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.621794178482403,198
16644851,11571060,16119543,2105636,7038045,5724253,1907996,10132638,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.6373003353776893,898
789258,1579292,11770250,7560014,15590107,3284001,5263715,14211807,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.311357716248687,619
16448504,4670783,11180934,1315860,8292194,16579324,12960690,6526166,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.9130052720667592,796
16119285,11351342,4858914,11508631,7282458,12279385,14266799,13556193,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.1112776043396155,1359
15986615,2105376,11445907,15128957,6644558,16120567,10064720,16184310,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1.3407139757276654,164
1975368,16645629,5477496,4206916,4544116,14672360,9805237,4684141,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.5302886309846854,683
16711422,131586,7368816,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.30271287529690993,228
16711422,2183668,14540774,723982,9607336,6185581,9809144,14935268,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3.989738244300706,177
16578007,15791098,328963,264922,7695444,7704280,12363632,5724643,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.9617016190648976,728
16251129,3239155,2237737,16711422,7448284,16251641,6119266,197379,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6599079957132006,241
16443994,1579031,7752914,15921648,15854578,5655477,1843759,2431272,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.6226705766844916,264
9480355,12637387,16511442,0,7048071,16308611,11585472,6587263,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.7474349480341527,155
7170915,2104855,16645629,4875436,4407609,11184551,8618361,14343650,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5197381360781337,334
16184820,93,157,328965,7171437,10460830,14013929,4539806,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.8642930842863552,122
663873,16711422,16110432,14738408,5004661,9805998,4422874,2768732,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7993844444594864,252
15790320,3288619,3617336,7558220,4867403,12753289,4406596,16382201,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5475183943805113,308
2169109,7625290,12032892,15788512,14278895,3416613,2171946,9411503,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.5380539349719053,764
16711422,16240198,1907997,6842472,11180182,15350315,66020,15000828,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0.9309364740145587,284
16119285,15461612,10786453,6710886,15350058,14079703,3355443,15640481,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.8974949711912835,124
16711422,4949430,2315637,197379,7774396,6908265,10395294,10728620,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.7732825547208186,154
2038553,13018985,16447991,7951677,4677464,1976614,14797423,1647656,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.685799308135998,412
2235675,1777713,5199722,6314320,2630694,16645629,9804980,13817568,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2387858114088064,290
16711422,2645135,15658739,5412760,5547428,6776679,6403506,8694452,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.587489516331444,507
16448250,3026477,988196,4548680,2307112,5348664,12425335,8042353,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.1689462770793193,421
15593975,16514043,328965,9347259,5791602,6314324,11314592,11254494,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7245317314566122,581
15460573,12489858,329233,8408647,4199956,7197005,1774872,13198427,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.6728279807630894,1172
16711165,15987958,2104088,7429204,1251354,1975074,14699627,10786446,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.4842843329757984,243
16711422,15330039,2171427,4417477,10068661,197379,6119266,12624515,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1762
15987700,8299180,7889036,2645388,13987437,11244203,14798806,14277338,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.439537403479361,18
15592425,15133164,3438246,11774596,7845836,14540766,7165769,1581622,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.4396539069761655,161
15724528,16711422,3828119,9279909,15790577,2962232,5537971,11517906,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.16524150362005,128
16711422,6929122,16119802,922176,16580350,5724808,16579324,4547518,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.6383623722237457,335
16382457,15396596,920845,2434349,16054006,12293765,6906977,4807546,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3986057372262569,255
16514043,6183504,10195074,3092011,14607337,9805739,9273962,7829626,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6826456431357817,337
4820961,11982580,9476498,11377807,5529201,2106668,11779541,7560532,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4083455463038344,645
10465209,6057333,5005661,1581622,6839650,6183759,4540707,7700365,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.3470351944443082,23
16711422,4486133,5459273,2828584,14083830,3695530,8363985,11575179,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.6840204955115226,120
16579834,1448018,7625546,2629401,11968647,8560814,4884297,6120309,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8214055154026774,214
1849708,1651037,2836865,16711422,6066155,4031939,6672498,15422760,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.4920539263949445,357
15987696,11157044,526344,11444124,2838914,13687006,10003894,13390664,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.7829577915541576,1168
16711422,2105636,3699167,6382695,10461862,5460819,14080219,14540510,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3.950083403471847,152
3165551,16514043,5286632,14345452,1985633,13213806,394758,7236972,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.7573778130003699,269
15725044,16711422,3569907,5481809,2237737,6843763,9871021,526557,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.236634480160539,163
16711422,9549005,12768482,11060183,5074826,15922420,14175047,6706001,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0681111919094803,694
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097,175
16711422,0,15594743,9512328,1976628,12295038,7494989,8365254,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7011808415733387,548
16711422,2105636,6382696,3699167,10330276,14145754,5460819,14737889,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.5802059794717416,161
16711422,15726073,1454155,5197647,526344,10461087,9675440,5073803,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9376527915447491,1188
15725558,16579577,14150886,11642752,7629124,15259515,4545100,1644044,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.7187964593227636,96
16316405,15564338,2958879,5525063,5921886,5855834,4865843,5061683,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3.218097304570916,128
16711422,15988215,2171427,4417222,10068663,263172,6119270,12885363,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1819
16579836,2368277,6447183,11247494,8431307,4616871,14148076,4541477,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.45849967645233386,450
16711422,328965,6513507,10132122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.7942188765414805,14
16579835,15989502,13528885,263172,7972549,11310984,7430745,16446196,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.0555068087943864,1199
16119285,1778221,1250581,12069415,16241491,6250849,10461344,15198440,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.4778229670530125,1687
16185078,1250066,6316128,4552506,7978344,10263708,989199,12773818,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.1201283916228033,449
16711422,7697781,3240101,1381653,726958,10395294,4611809,7839185,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.0401558871140377,193
