color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Walmart,Xerox,Zoom,url_len,tld_char_score
16711422,15727096,14742261,7519173,5609636,16711166,9949656,1644825,0,0,0,0,0,0,0,0,0,0,0,15,0.47990189062821925
16711422,460551,6579300,10526880,13950196,228,7253067,9342645,0,0,0,0,0,0,0,0,0,0,0,21,1.0148652026559022
2236962,4409165,3356475,13224393,16513876,3948356,10855839,6316121,0,0,0,0,0,0,0,0,0,0,0,11,0.616519889975625
16711422,15037752,6908265,3355443,11316914,16102031,14079961,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0528381738869805
16513269,6790615,6670458,11851765,13281914,7825199,9486582,4813470,0,0,0,0,0,0,0,0,0,0,0,17,0.5849351199889101
8224125,65793,16711422,1380898,5195383,9534449,3748447,14540003,0,0,0,0,0,0,0,0,0,0,0,23,1.249243441962091
16711422,723464,6183248,10920089,4997677,9666662,13222320,131812,0,0,0,0,0,0,0,0,0,0,0,18,0.6334215869350035
16185078,10132120,5879986,5066061,9083814,5333357,14014180,12634778,0,0,0,0,0,0,0,0,0,0,0,16,0.5498326108135096
199456,16711422,3237074,12751202,9675464,14935530,9488538,9295035,0,0,0,0,0,0,0,0,0,0,0,7,0.17673610341484697
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0.7233303742859281
16711422,2778101,15067637,4934748,8754891,10203893,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.200990366344633
16711422,9875885,8686994,11582595,5073008,4942951,7116646,8692814,0,0,0,0,0,0,0,0,0,0,0,12,0.2866668632777226
16514042,2829099,6132432,5330506,5145282,10987166,7377732,4223404,0,0,0,0,0,0,0,0,0,0,0,13,0.3860252820666564
16645629,15856885,15922420,5000268,859941,2564122,4344656,1839124,0,0,0,0,0,0,0,0,0,0,0,12,0.7509844755853632
16579836,13356242,3224651,8112013,16185335,10068401,5988724,6323630,0,0,0,0,0,0,0,0,0,0,0,18,1.0406994860390344
15921132,8480852,11113599,2561294,4329751,9797477,11248295,1580070,0,0,0,0,0,0,0,0,0,0,0,25,1.391377630875963
5789783,16645629,1253940,1906966,4353612,4411498,16252154,13278060,0,0,0,0,0,0,0,0,0,0,0,13,0.5084248056573596
16711421,14410732,328708,3431826,8297663,6446426,10723227,793163,0,0,0,0,0,0,0,0,0,0,0,13,0.77140095502468
4222167,3691202,16316405,7561803,8166370,15331319,11313297,3352344,0,0,0,0,0,0,0,0,0,0,0,11,0.5172558783960735
16645629,2964041,5594987,5921370,263172,13207659,7706040,14541285,0,0,0,0,0,0,0,0,0,0,0,16,0.7638238476887214
16250871,460292,14235950,7626571,11313295,1974051,9870495,12202557,0,0,0,0,0,0,0,0,0,0,0,20,1.1551036561624202
16448250,13476440,1842204,4883364,6117204,8627899,13950950,9407372,0,1,0,0,0,0,0,0,0,0,0,18,0.8933625418333404
11909826,15790579,16711422,1390168,3026478,5135470,11939141,1719665,0,0,0,0,0,0,0,0,0,0,0,13,0.7698191808798251
16382457,65793,4210756,12226166,6249820,14803426,10197916,4013119,0,0,0,0,0,0,0,0,0,0,0,21,1.0119040919659543
16711422,5131854,2500134,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.604963408582701
16711422,16054007,4879086,2763306,8888515,10395294,15791347,5076368,0,0,0,0,0,0,0,0,0,0,0,55,4.25202801748628
16645629,3429510,1388063,13100024,3958097,1712685,9085370,2314551,0,0,0,0,0,0,0,0,0,0,0,14,0.4859792256152327
16711422,11911379,14936047,2634562,9937846,5003111,16316921,7700365,0,0,0,0,0,0,0,0,0,0,0,6,0.18444200206142497
1972760,7361611,1843236,4808821,2235936,8169407,12031365,2237476,0,0,0,0,0,0,0,0,0,0,0,11,0.23781807226150237
15856113,4543348,14803945,9122090,9150906,14475228,15394793,9607828,0,0,0,0,0,0,0,0,0,0,0,25,1.7516478047675237
16448504,4670783,11180934,1315860,8292194,16579324,12960690,6526166,0,0,0,0,0,0,0,0,0,0,0,25,1.1828491521305722
16514041,12638057,5407029,12296301,3626784,6775636,3566762,3289389,0,0,0,0,0,0,0,0,0,0,0,15,0.7087310893020189
16711422,328965,10197915,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.765847657266139
16645629,5933805,6645093,4881122,11249831,14608378,460551,14176576,0,0,0,0,0,0,0,0,0,0,0,14,0.5263514906571014
16711422,2502440,5529688,1514014,8819342,5660001,2963998,9278872,0,0,0,0,0,0,0,0,0,0,0,11,0.49893875699048956
16711422,263172,8200060,10592673,6184542,15655662,9387918,12422588,0,0,0,0,0,0,0,0,0,0,0,16,0.7411444958245339
15461354,16377964,15329770,4280186,15198696,6476907,7710942,3028325,0,0,0,0,0,0,0,0,0,0,0,22,1.3194393505726325
16119544,16184819,3371875,11838605,7823692,1249292,1719880,9871787,0,0,0,0,0,0,0,0,0,0,0,43,1.443930623366218
1317927,3097694,16046944,6009840,1719667,15283235,6375956,12226867,0,0,0,0,0,0,0,0,0,0,0,22,1.0368371925118687
5076943,16711422,4023737,6326233,2110298,14476532,10795750,16645886,0,0,0,0,0,0,1,0,0,0,0,10,0.5329428382253405
16711422,11116640,855309,6184542,238,14869245,5395188,10724344,0,0,0,0,0,0,0,0,0,0,0,12,0.6180158262909548
16645629,3618615,5000268,15353919,10786967,16032670,6468836,13362934,0,0,0,0,0,0,0,0,0,0,0,12,1.032164337304013
16382457,8829323,15582303,16118772,15395823,2568505,3289650,5135459,0,0,0,0,0,0,0,0,0,0,0,12,0.6180067309702271
16118253,5805125,4087200,13936725,2234903,7693657,1455772,15527916,0,0,0,0,0,0,0,0,0,0,0,28,1.655318750722418
16448250,1447446,13224398,12500676,11843521,10461087,5197647,4090509,0,0,0,0,0,0,0,0,0,0,0,18,0.8635510458785234
1778218,3552565,16645629,1249555,5277359,3618872,14279917,8168130,0,0,0,0,0,0,0,0,0,0,0,14,0.4882575741322609
16711422,7631988,12363383,4891113,14703669,9222200,14993767,14150394,0,0,0,0,0,0,1,0,0,0,0,59,2.379133319674883
16711422,263172,8200060,10526880,6184542,15655662,9387918,12422588,0,0,0,0,0,0,0,0,0,0,0,16,0.7411444958245339
10725546,14738402,7822837,2822421,9607319,2759960,6246732,16448249,0,0,0,0,0,0,0,0,0,0,0,23,1.178803445893307
16314831,15265764,4162938,15396336,9938848,1710103,8955315,6578010,0,0,0,0,0,0,0,0,0,0,0,14,0.7770142408286429
16711422,65793,10197915,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.8988442304194313
2829099,465029,16711422,15001330,9410504,9473936,4279969,6319025,0,0,0,0,0,0,0,0,0,0,0,24,1.1600748403821284
15725044,16711422,3765481,6665539,1908514,9608627,6053473,9942253,0,0,0,0,0,0,0,0,0,0,0,12,0.5385194231527728
15461096,16382973,9808588,9868693,6118749,4877962,2697513,15564970,0,0,0,0,0,0,0,0,0,0,0,22,0.8756511970373835
16711422,2114170,15395563,430266,4232636,7974340,12691879,15349801,0,0,0,0,0,0,0,0,0,0,0,21,0.6229000879337154
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5660338109430688
16711422,3287328,6596955,1248784,920849,5789784,14740959,11250346,0,0,0,0,0,0,0,0,0,0,0,25,1.6584967875093637
16645629,2313863,10592673,14213097,263172,7303023,16041556,9673129,0,0,0,0,0,0,0,0,0,0,0,74,2.0534727468809666
16711422,0,4413599,10065815,6579300,6857945,15349029,14870000,0,0,0,0,0,0,0,0,0,0,0,20,0.9095961705178417
16514042,16053751,2433047,6448706,6251630,8987215,10067882,1842724,0,0,0,0,0,0,0,0,0,0,0,15,1.0276811090301976
16711422,3699167,6382695,2105636,10330278,5460819,14145756,15066854,0,0,0,0,0,0,0,0,0,0,0,23,1.5907443415214615
16250870,11153184,12624248,15388785,4463887,9052185,10978632,13064010,0,0,0,0,0,0,0,0,0,0,0,25,1.502615991132542
16711421,15527414,8802112,2171427,2889748,12229252,10199471,4417477,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
15592941,12033666,328965,333170,7105644,9870525,14014174,4542611,0,0,0,0,0,0,0,0,0,0,0,26,1.8498963507192645
526344,7233631,16711422,8487297,11040428,13061700,4284344,14607346,0,0,0,0,0,0,0,0,0,0,0,12,0.7564004735914831
16711422,3901430,16185595,6069240,9879546,16645886,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.212906375588805
16711422,9549005,12702946,11060183,5140103,15922163,14175047,6706001,0,0,0,0,0,0,0,0,0,0,0,19,0.4740961594746879
16251389,16711161,2639255,3355443,16108109,10395035,6184541,8557507,0,0,0,0,0,0,0,0,0,0,0,14,0.8097745059927555
1843239,1052686,5263700,16514042,8957243,855566,5263438,2236450,0,0,0,0,0,0,0,0,0,0,0,19,0.8780218375101434
16711422,1454471,394758,14278123,10526880,6513507,3953306,9214403,0,0,0,0,0,0,0,0,0,0,0,24,1.1139284861126777
16711422,2171169,11119017,6250335,3966662,13886706,6791634,16645886,0,0,0,0,0,0,0,0,0,0,0,28,1.5035390948915401
2635070,6512733,16711422,2760727,4673110,4855325,14343392,1982306,0,0,0,0,0,0,0,0,0,0,0,27,1.3158626361619492
723209,16579836,4670788,1973021,10397806,4867401,1315862,10263196,0,0,0,0,0,0,0,0,0,0,0,18,0.7145498160129609
16711422,394758,10658466,6052956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.5223966234376682
16711422,394758,10790052,5987163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.3728270362977801
16514043,3037585,10394779,6776420,8858664,2237475,14739180,16120055,0,0,0,0,0,0,0,0,0,0,0,33,1.8669595865287958
14939132,16777215,0,9937320,5988709,2171685,16711679,0,0,0,0,0,0,0,0,0,0,0,0,18,0.7126271180078259
16711422,1844049,2314901,14193747,7253948,16514813,15067888,16710910,0,0,0,0,0,0,0,0,0,0,0,12,0.3635461375570084
16711422,4418004,1119670,3625632,328965,10329501,14606835,1909834,0,0,0,0,0,0,0,0,0,0,0,20,1.054294717184943
16711422,263172,8200060,10592673,6184542,15655662,9387919,12422845,0,0,0,0,0,0,0,0,0,0,0,27,1.348773856596319
16711422,15264489,0,10603597,5066060,3372452,11327574,14674417,0,0,0,0,0,0,0,0,0,0,0,17,0.7613928692889598
1845302,985606,3889020,13146444,7888690,2637157,1576209,14802906,0,0,0,0,0,0,0,0,0,0,0,21,1.245695458265742
1644825,3424083,2501687,5525837,4345445,14342874,1843230,2692896,0,0,0,0,0,0,0,0,0,0,0,19,1.1265207413843277
16513786,7761256,12557437,1380623,9151411,15714939,3172736,8110961,0,0,0,0,0,0,0,0,0,0,0,15,0.8662625437076099
16711422,3159361,5332847,14475234,9871530,11874862,14000257,16448507,0,0,0,0,0,0,0,0,0,0,0,8,0.43958107839560046
16645629,16449020,2249200,16579580,14740983,3233202,8954052,10789276,0,0,0,0,0,0,0,0,0,0,0,31,1.6867390571877865
16250868,2579360,65793,9575710,14280175,8627142,528935,10657694,0,0,0,0,0,0,0,0,0,0,0,17,0.7059358937785329
6777459,16711422,10265263,6971237,10327450,13883101,6838867,6713258,0,0,0,0,0,0,0,0,0,0,0,16,0.9130055402133425
16711422,921102,1119513,5003375,9083310,15909723,10985876,6643030,0,0,0,0,0,0,0,0,0,0,0,23,1.3661095910876353
16514043,6451129,394758,1711976,7500402,10395294,14738158,9147598,0,0,0,0,0,0,0,0,0,0,0,21,1.0242572099673923
16579835,792876,11841438,2894891,4675697,9478072,13753319,7167310,0,0,0,0,0,0,0,0,0,0,0,13,0.48197042743160823
16579578,9655106,11705737,3157291,2040102,14674160,13261636,5132640,0,0,0,0,0,0,0,0,0,0,0,16,0.517157496599263
2234383,16052717,9346476,7427908,12034443,5463659,2369840,16514300,0,0,0,0,0,0,0,0,0,0,0,10,0.4310688244827328
663873,16711422,16110432,14738408,5004661,9805998,4422874,2768732,0,0,0,0,0,0,0,0,0,0,0,17,0.7175053133900126
16645629,460551,10526880,6316128,66020,14081780,8947914,5724141,0,0,0,0,0,0,0,0,0,0,0,14,0.30881279871840245
1322050,3168899,11838598,16381941,8474173,526857,2760473,12900588,0,0,0,0,0,0,0,0,0,0,0,26,1.290629130904121
16513527,2695960,7428931,11576717,15593714,15725040,5130019,13419690,0,0,0,0,0,0,0,0,0,0,0,24,1.2531656405745026
16711422,2105636,3699167,6382695,10330277,14014427,5460819,14672096,0,0,0,0,0,0,0,0,0,0,0,20,1.184992199728667
16052715,10299451,12034955,2235932,6970450,15067115,2104093,14997982,0,0,0,0,0,0,0,0,0,0,0,17,0.6714487335771456
16711422,394758,10461087,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.9627635980056679
16711422,14373517,16243687,14908070,15508675,16243802,7697781,11772053,0,0,0,0,0,0,0,0,0,0,0,22,1.380604092235775
16514043,2447646,8476737,3091741,13885932,5139524,11247231,3892881,0,0,0,0,0,0,0,0,0,0,0,20,1.079284455838849
16514043,2434343,11938077,460294,3901128,14017778,14985379,10657180,0,0,0,0,0,0,0,0,0,0,0,19,0.9487968908881126
16711422,328965,10197915,6118749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5493441510096054
16711422,4539717,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.6288599705325022
16711422,5395026,10920088,11023443,16119798,16314613,66019,15264503,0,0,0,0,0,0,0,0,0,0,0,22,0.8632676430804522
16250871,4552625,3289650,6908265,10526880,14082542,8036297,5275574,0,0,0,0,0,0,0,0,0,0,0,28,1.5100063842144102
16382457,3954797,1387590,13029594,9609132,2506337,2836304,4282707,0,0,0,0,0,0,0,0,0,0,0,6,0.1562181930923211
6591684,5791096,1975364,7502229,16711422,3291226,8881796,14412019,0,0,0,0,0,0,0,0,0,0,0,13,0.5185719565425055
16382200,14591625,11696774,3235749,7952465,15002614,5012688,8150629,0,0,0,0,0,0,0,0,0,0,0,26,1.2500337417699847
16119280,2428936,9588274,13278820,15785063,12995754,4086244,2370943,0,0,0,0,0,0,0,0,0,0,0,8,0.17050661342156812
16382457,5287850,4092812,6776679,5413524,10461087,3289650,13888233,0,0,0,0,0,0,0,0,0,0,0,36,2.254681287416699
16711422,263172,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2.5059339855215144
13160408,12173255,2631979,10857912,3230335,15228458,16579835,6972771,0,0,0,1,0,0,0,0,0,0,0,18,0.9586686991062853
16446955,12943952,12086839,12743738,14870508,3901174,16250359,12545096,0,0,0,0,0,0,0,0,0,0,0,37,2.4186051827215067
16448250,263172,7171180,11413821,11118243,13028821,2823706,1973795,0,0,0,0,0,0,0,0,0,0,0,19,1.0413439323759903
2829099,465029,16514043,15001330,9607625,9473936,10197915,4214177,0,0,0,0,0,0,0,0,0,0,0,15,0.594217261463572
16514043,9097845,4737096,5220580,9868950,13362678,14611160,15843701,0,0,0,0,0,0,0,1,0,0,0,15,0.8704313409379156
16185076,11052704,4495505,9676721,7628640,7297892,10333866,657930,0,0,0,0,0,0,0,0,0,0,0,19,1.0925426626997257
16711422,6776679,5813991,10395294,13297653,6184544,9162480,16645886,0,0,0,0,0,0,0,0,0,0,0,7,0.4008280782104328
16711422,14563622,263172,10633787,13144972,12921393,15639964,2315183,0,0,0,0,0,0,0,0,0,0,0,19,0.9221289619431841
16711422,3355443,6577784,13649991,6316128,11507349,15181735,16112604,0,0,0,0,0,0,0,0,0,0,0,11,0.3398636105657416
16711422,3223857,5150443,12966134,10329501,6118749,5209306,9680884,0,0,0,0,0,0,0,0,0,0,0,74,1.8725295234349244
2039068,5854797,4228183,14277081,1840921,1908000,4741663,9681726,0,0,0,0,0,0,0,0,0,0,0,15,0.8891877966740345
16711422,200342,5921370,15989502,10592925,10335042,15649364,657930,0,0,0,0,0,0,0,0,0,0,0,9,0.5298697728661421
16711422,5677277,596019,3498138,4816836,12837106,2047854,7367267,0,0,0,0,0,0,0,0,0,0,0,13,0.5302566216561958
131329,6643656,12754799,8019020,15719364,5195422,15911256,8425436,0,0,0,0,0,0,0,0,0,0,0,13,0.7337307080602544
15266555,16711422,12724338,14496630,7644105,1718141,6978969,4088993,0,0,0,0,0,0,0,0,0,0,0,40,1.2196006437177922
16711422,16378446,197379,990245,15461869,6250073,10526871,2236192,0,0,0,0,0,0,0,0,0,0,0,15,0.53412627264386
16711422,3355443,10461087,6447714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.36507164575595785
16645309,395094,5529749,7039401,12495766,1652523,1905935,3939123,0,0,0,0,0,0,0,0,0,0,0,17,0.7258292553492771
16711422,15627875,13395028,2105376,6316128,16033691,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.8507905597288532
16251387,1777707,4941454,9871278,7503765,11780048,3882826,0,0,0,0,0,0,0,0,0,0,0,0,14,0.450454562826254
16711422,15856630,2105892,4478846,9608887,10790042,4680129,460551,0,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
