color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Paypal,Walmart,Xerox,Zoom,eFax,url_len,tld_char_score,text_len
15595261,16579834,5913510,7227849,4533376,9590333,8105165,12885595,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9957251433370337,50
16711422,5063748,10854046,2380733,14410484,12475993,8099799,5010121,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9214663720984213,310
1779253,7234380,11050374,9481927,4151677,12440029,3287846,2304295,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.728422802482482,156
16711422,197379,15031110,13994365,6381921,15771548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.6467050840736304,418
16711422,15527922,15453303,1315860,2974903,10460829,9347001,7235930,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0.7535370456643097,423
15987699,10331021,5587521,4487610,12243842,13950698,7970507,3289650,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.6999964117509512,209
16185078,4682966,12702452,986895,9408399,7969249,6184542,10664170,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.623996915170879,802
16711422,394758,10592673,6118749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.8602597356850041,8
16514043,3764703,12031875,5460819,1315860,14278896,4087465,15491895,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2689805307597897,421
16119026,11771252,7498576,12570754,9348746,2368022,8882788,10461362,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.364056321403617,190
16711422,2566451,328708,7299681,10854557,7578567,4548744,13654611,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6440604144576438,558
16513786,7761256,12557437,1380623,9151411,15714939,3172736,8110961,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.6276804319894824,1445
16711422,8025715,1578260,6957603,2973011,4089714,2511690,924199,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3022723317467313,575
16711422,15922422,5665458,5481277,328965,9542355,3289137,14740957,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.8677133299297846,502
16579836,5921370,10395294,2631720,14280432,7446983,3767218,5015737,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.7895024622833555,716
15199969,16645628,10466422,14675955,4739656,7388362,9526603,13552000,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.2489710338211513,548
16513783,1119264,9936814,7102040,11048844,5725031,6576735,3156518,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.4231652052312136,868
16711422,3223857,6184542,10592673,2249148,14673397,8034263,5141706,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.3276638332003201,187
16316407,921562,2105840,4475888,5279463,1381914,14543097,3559560,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3781898749428934,241
1450043,5527398,16711422,14935529,3554127,8618883,10133421,7765391,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.4586021810275525,76
16514043,13554393,7478811,6167063,2700614,9739181,11574157,5200750,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.614575937676127,476
16711422,5063748,10854045,2380733,14410740,12475993,8099799,5010121,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097,310
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097,178
4942994,6264681,6000796,6460584,10262602,5072469,6988137,16447731,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.2758802238321592,1084
3102596,1386314,16051158,5079737,9001526,13476195,8147062,15585380,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.487508806245755,298
13689848,3503565,16711422,7381985,263172,3954080,15924213,13667188,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1.4510447040370447,390
16711422,15858940,16119802,394758,3366557,8826305,6842472,11639447,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.9435029142539475,293
16711422,394758,7368816,10658466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.0721929400340833,35
16579836,16378446,131586,8423050,6842469,15461869,10526616,661537,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4012199676217143,610
16711422,3699167,6382439,2105636,9871279,14080996,5460819,15066854,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.4816092305468423,126
16448250,263172,7171180,11413821,11118243,13028821,2823706,1973795,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6492921288142273,487
5058851,6176561,5781801,16446959,10653314,9737372,6640214,6513259,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.7134976570496683,1103
16513269,6790615,6670458,11851765,13281914,7825199,9486582,4813470,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7339515919685404,449
2304809,1645599,2432796,16645629,5529443,9612713,2828330,9673887,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.9004245905560893,575
16579836,16054777,12902635,4922391,11248017,6904910,8499666,10331807,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.8470448516385316,1248
16645629,15922680,2903196,10068919,1644850,328451,10855331,6248536,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.0081697949692932,826
16579579,14593634,11290676,14242357,526087,4092114,10792361,14738146,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9804202349671836,572
16514290,9351223,11776596,13891788,8020278,14345450,14344045,2760721,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.8880318578387104,195
16381942,5262408,15330029,1841947,13214060,1974310,5462374,14443834,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.6766147190435667,350
15856113,526087,11116950,6447455,10650715,16185337,16120054,16315639,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.8818289382208891,39
2829099,465029,16316664,15067122,10263708,9410504,9473936,5987163,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.843395705181865,97
526344,7233631,16711422,8487297,11040428,13061700,4284344,14607346,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.9282492470435925,384
16711422,16184826,1842204,5526612,10461087,3564969,9674935,6054356,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.3653040554260027,823
16711165,14406380,15391225,1776411,14241173,14063990,13663170,12760542,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1.5376842368684973,902
16711422,15395822,10528431,6381149,591880,5593448,10525591,16513531,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.2924005173906785,437
16711422,2237995,16119544,10198948,5922662,13517117,14672096,11448239,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0.3700094908422868,634
10924210,16448248,2239287,11969942,13887182,10869135,6514288,9091703,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.3994429015269092,105
16514043,3764703,12097667,5395026,14147568,723723,4087465,8493261,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.1394013600081547,406
16711422,394758,10790052,5987163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.066273506989785,16
16579836,4891781,15198442,14409437,4542810,11120305,12434616,10534321,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.4146347159574321,163
16711422,8572906,1118481,11329264,2236192,3757431,7840696,10526880,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.8968174619697065,231
16711422,2105636,3699167,6382695,10330277,14014427,5460819,14672096,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.772489257847299,138
15658734,11974326,2171169,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.156292847112824,477
16711422,14478324,9607609,1320842,4543132,6779311,15922933,11712983,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5649388331312156,64
16711422,15453048,1644568,11772557,6710884,4997673,10061654,4276031,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1.4023724396700548,111
16119280,2428936,9588274,13278820,15785063,12995754,4086244,2370943,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.40443224469818556,1045
16579836,13820397,6389154,6653614,8802637,723723,10918552,5466757,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.979558309003561,1044
16448250,13476440,1842204,4883364,6117204,8627899,13950950,9407372,0,1,0,0,0,0,0,0,0,0,0,0,0,18,1.6955350478983853,956
16184061,9195754,16380924,6952132,10497678,2953547,16448250,13716379,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2683135610548042,381
16447991,2171946,6904913,5331300,11180942,2695966,8755893,13949918,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.6289526881710559,536
16579836,2171427,15396080,6513503,2171167,4351941,10133938,11250340,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1986
16250613,99,157,460551,10329501,6250335,5400502,9477061,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.904374993188632,138
16250354,2381206,1259139,12884601,7757130,7910495,14477040,15923442,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.104875335870024,299
2302755,7237230,3625580,8092796,2369064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.5959212779695893,438
16250614,14800635,6442861,11444929,11050160,12760277,3221040,2762021,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6839435634466613,1413
16711422,328965,10395294,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.31283973001931,204
2172465,12426884,15128776,8281158,4138525,14670045,8232633,5857132,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.301288044385601,243
16711422,2315141,14642071,2500134,15442622,6381921,10395294,13556195,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.0788886328612755,44
16645372,2301725,8540991,11707289,14146024,15723759,2366495,10199219,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.330580840754972,318
16514042,14781241,15195472,8677677,9736499,855307,2629792,4608918,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.8530867554847432,391
16711422,5131854,2500134,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.2462078073694656,265
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.8431718757911582,181
16513785,14906689,4927266,6248789,2237500,3757951,3746177,15001580,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.32560467243100105,588
16579836,15526899,5918618,7506117,2303530,4813009,5809500,14869731,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.3956069204380348,643
16382456,14084857,10895158,12491655,8461595,3809568,13717056,15525095,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.0746562557250479,327
16711422,3223857,6052956,10658466,2249148,14673397,8034263,5141706,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.5384516799577074,198
1776153,5853773,9802893,2564131,15987442,7107180,4799544,8684404,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3407139757276654,141
16316664,5746345,3289650,4095374,6710886,5608349,5348245,6594982,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.415995996934474,568
16711422,7842745,15002102,10236214,460294,10174012,262877,3763774,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2953748817399944,1115
1778218,3552565,16645629,1249555,5277359,3618872,14279917,8168130,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6640765044597758,103
16711422,14935275,5735669,4346031,2171169,14570333,10467057,4945371,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.4080771446116498,961
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1.4394742379624097,211
1511693,922136,1575956,1251864,5328717,16579836,4803919,5001295,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.7854129961768959,166
16711422,5063748,10788253,2314940,14673653,8165591,12475993,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4230950957005022,310
16314851,10576180,12883306,3815730,14541799,14339963,4342074,14804708,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.8821158747335824,229
16711422,15462389,4417477,2171427,9871802,12820346,6250594,263172,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1775
11906211,16184562,7758416,11908794,13156787,12170935,2630945,14343392,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1.4798659446913416,113
16711422,14541286,9608877,6452361,7307155,16448507,12107977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1.190274958827843,37
16645372,14014425,2763306,14064993,6169448,6708312,14574392,15328234,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0209580442563473,1154
16711422,2171427,4351941,10134195,14278119,6119007,12493961,10132379,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,2070
16711422,15133941,8955595,2105893,4418245,12229506,4678280,7888711,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1821
16644855,10519780,14608884,10594544,12159679,16107882,15051129,1185169,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2688429382511017,507
16711422,2246298,7581302,6183256,10920343,14410223,14642323,9018569,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.5548228575614886,442
16711422,7775691,3761054,1056829,13689326,9064244,4816832,2956051,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.7856423983641687,86
15987701,5007510,5470902,3842500,15526633,8170952,15988726,15359569,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.3687236599001054,149
16711422,1977146,1445857,13734230,6265302,3755681,14738418,5464278,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.6327845684318572,214
16514043,2359854,1189430,2434340,9392956,2970735,12032892,14933988,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.8843881711757329,1115
16382457,5287850,4092812,6776679,5413524,3289650,10526880,13756904,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3.0298372657027426,374
16711422,15001582,12296316,4351941,2171427,9674940,8823190,6906458,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1662
16711422,10132122,8026746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7111899623586792,107
15247686,16447474,1843756,15910483,13555937,9806251,5856870,7754560,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.4332411281074987,410
16645629,2964041,5594987,5921370,328965,8755889,14672356,13338473,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.35478932975713273,365
8601447,6433868,0,15162026,5382719,16711421,15788527,10000021,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3637258019988185,162
16513522,16240975,1052688,11221041,10393487,13919279,9274981,4604726,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.362574897119532,291
16711422,3174591,15463161,16645886,7644378,7039851,10329501,1052688,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.6249803652005044,168
16711422,5946021,4821214,6939265,6251366,13755888,2302755,4294614,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.2155964139377227,119
8223094,1905676,16711422,14583881,6044959,16103048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.5542576973523317,299
16711421,15527414,8802112,2171427,2889748,12229252,10199471,4417477,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1464
1776411,3037878,5789270,15329769,10395037,5576290,15420967,2106152,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1.0353432895376191,198
4687489,5542543,16711422,6925225,13233130,5609112,4031878,10670029,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.2841859993578282,423
14606564,10726071,16448250,0,5135487,9737364,4020171,12173001,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.314923634099272,184
1318193,16711422,3173097,2242407,13125947,10002868,5463153,14475237,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.7204733695000463,206
16250613,1249810,11837583,1974569,7692373,14019830,6708320,5264997,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.1574310593740063,552
16711422,15988215,2369581,6581106,9740721,4293701,3369424,15658991,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1587644873264051,805
16711422,15374140,1842733,15066856,5263440,10527143,6119273,328965,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.315803563987722,252
16316664,5419179,4094350,5347988,2910306,14544878,3289650,6776679,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.020607920163674,291
16250612,15265265,3239341,12551779,10117695,10074320,14739428,10268586,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.5829545334228812,454
16514043,3419948,6774096,10456706,3158326,12044506,10398662,3617075,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4472513042175406,213
16711422,4611222,1910076,6599747,15132909,1914492,9937594,6650023,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.0119250633224042,182
16711422,2631720,10658466,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.742021322601337,155
664387,16711422,65793,8010335,5645925,3549536,12203568,10855588,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.784664692617456,628
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097,168
16382457,5287850,4093068,6776679,5413524,3289650,10461087,13691368,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.4324335110879742,437
986895,16711422,16441675,6579034,11183502,7239036,11246135,14672098,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.711665960523398,434
16119285,1778220,6531527,1250581,16241747,6316385,15132903,10461601,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1.1459986016510249,1478
16711422,9683041,4415024,6513507,14738909,9677188,3168887,11785104,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7139551631714485,129
16711422,13885425,5799874,5527414,3416361,8624575,2697017,3154463,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2290065325409858,549
3289650,15526890,7761253,12618076,15921908,15000548,16119541,1052434,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.32061625339878436,971
16711422,4418004,1119670,3625632,328965,10329501,14606835,1909834,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.3877164738448895,859
0,16711422,10856620,2434605,9254971,15264236,5466495,9933461,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4399167946297244,95
15987184,15328486,14737895,2841003,11513516,6973543,9151948,2303530,0,0,0,0,0,0,1,0,0,0,0,0,0,74,2.264915538429439,547
16711422,15348515,460551,3636923,11051420,6316128,14017777,7513294,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.2201867550607775,433
16316666,11904666,12436652,1709586,14736082,15855601,7299414,10593448,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.26112450214153526,212
16250356,1774094,8082499,11836807,4150409,2364953,13294070,8098263,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.18952121445701955,482
15722977,12948595,5611733,2240039,1777191,7759446,4939596,2629662,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.6713770436964642,142
15526372,11788019,4490102,4428679,11509632,1051915,7888967,1778731,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.0658120188096443,571
16316663,3830090,14278114,11444630,7497824,1782927,9478587,14214879,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.0052419128931422,562
16711422,3223857,6184542,10592673,2249148,14673397,8034263,5141706,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.137396039516378,203
9020366,13621480,3766766,3356734,10993120,5858423,16711422,2702691,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7878954790943302,93
1450043,5527142,16711422,8618883,14935272,3554127,10133420,7765391,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.960905613085137,65
16711422,15264489,0,10603597,5066060,3372452,11327574,14674417,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.615296694420412,420
16382457,2767484,4823505,14936305,4674442,3421236,12683373,6976931,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.35554118445444005,189
16448250,7368816,2895409,4672076,3089949,5855834,10330273,14277849,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.101072321805666,1069
16316147,16044259,12031369,8278861,14739182,14564741,12867667,4221849,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2690836642581245,330
15659252,16711422,6665539,3765737,0,7697781,9280697,6119007,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0759863967211434,156
16711422,16645885,16645630,11644844,4680088,2566703,8495300,3570165,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.5730070664186196,151
16250871,4991618,328965,11445651,6250335,14868201,10720445,6572432,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9262645282023277,694
1643279,6703173,1186080,1707286,1118994,4477016,5785628,5002066,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1.6172501487925428,169
16446705,15431234,2238770,4871774,8020821,3879985,13920566,9411235,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2.905692322372127,347
16711422,9811038,2631462,15779148,7039589,2301729,14741982,5551941,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.2653778016561175,262
16711422,5389884,3750201,11510176,13129040,14658986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.0615642798261407,155
1322050,3168899,11838598,16381941,8474173,526857,2760473,12900588,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.3158941594402278,452
16514043,10500665,11809334,328965,3959455,10854042,265492,12479837,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.5906528446537276,1391
16711422,3223857,6118749,10658466,2249148,14673397,8034263,5141706,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.29378070191209793,199
16711422,6710886,2566702,14476272,7904199,6712433,12428919,3701492,0,0,0,0,0,0,1,0,0,0,0,0,0,76,3.490199816016625,148
16711422,5063748,10854045,2380733,14410740,12475993,8099799,5010121,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1.993745522000347,310
16382457,5658198,10526880,6205552,14150107,10670509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.2411006002329774,213
16711422,3699167,6382439,2105636,9871023,14146533,5460819,15001061,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1562133071764462,122
16711422,11224384,460551,10460830,12867667,14856108,5649972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.705073455621133,3640
16711422,10661302,3618612,3279894,10855319,9809311,6316356,5008712,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.4971447330954155,146
3947580,15724526,10068396,1582897,5529451,6445394,13817567,11902865,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.7324371345477398,169
16711422,197379,11027518,10591902,14307658,15509154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.684645553566111,303
920841,1447453,9347252,7167556,11969156,15327440,15331823,5138048,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.424080232476692,208
15724788,16711422,528941,65793,11317177,12304071,6052699,10263708,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.3216439580691766,94
16711422,3223857,6184542,10592673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.3521294737317886,161
15790319,15658992,15724783,15790064,12632254,12697790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,1.2034703091584582,201
16711422,663653,1715079,14738665,9739954,5203340,4289233,11451352,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2713536365970449,246
16579836,16053751,328965,6184542,16448507,4092127,10526880,16645117,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.6478633698537317,1011
16711422,394758,10395294,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.0025270369458474,192
16711422,2633007,3960751,9281461,14279146,3355443,10526880,14737889,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.1718576547464592,160
16711422,16448507,3636936,1381653,7057638,13821687,10657181,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.5420444985632482,736
16711422,9549005,12768482,11060183,5007485,16053749,14175048,6641237,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8240729997454697,420
16711422,3834840,2117009,14517831,16514813,1190981,1720195,15069688,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.5922347061030113,106
16711422,16119544,0,2171427,4351941,10068661,6250594,10198172,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957,1610
16579835,792876,11841438,2894891,4675697,9478072,13753319,7167310,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.0080322304503575,877
2635070,6512733,16711422,2760727,4673110,4855325,14343392,1982306,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.9814427387841853,361
0,16579836,3965685,10395294,6316128,529188,2775980,1850740,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.9780006333964106,137
16447734,3618617,12165785,2367004,7821646,5856095,10001569,2236193,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7626855583522807,1434
16053494,2565929,16447988,4473927,9151169,11314844,6476907,1446930,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.2182304583326038,326
15527148,394758,14213101,3962869,10526880,7050995,6250335,10402032,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.8571161311178417,64
16711422,7631988,12363383,4891113,14703669,9222200,14993767,14150394,0,0,0,0,0,0,1,0,0,0,0,0,0,49,3.776685973221745,12
